row_label_raw,row_label_full,col_0,Mức độ rủi ro tín dụng tối đa,Mức độ rủi ro tín dụng tối đa_1,numeric__Mức độ rủi ro tín dụng tối đa,numeric__Mức độ rủi ro tín dụng tối đa_1
,,,31.12.2023Triệu đồng,31.12.2022Triệu đồng,,
Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất:,Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất:,Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất:,Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất:,Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất:,,
Tiền gửi và cho vay các TCTD khác,Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất: > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,96.514.863,49.132.317,96514863.0,49132317.0
Chứng khoán kinh doanh (Thuyết minh 6.4),Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất: > Chứng khoán kinh doanh (Thuyết minh 6.4),Chứng khoán kinh doanh (Thuyết minh 6.4),18.580.932,1.797.822,18580932.0,1797822.0
Các công cụ tài chính phải sinh và tài sản tài chính khác,Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất: > Các công cụ tài chính phải sinh và tài sản tài chính khác,Các công cụ tài chính phải sinh và tài sản tài chính khác,110.079,-,110079.0,
Cho vay khách hàng (Thuyết minh 8.3),Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất: > Cho vay khách hàng (Thuyết minh 8.3),Cho vay khách hàng (Thuyết minh 8.3),343.404.295,263.856.383,343404295.0,263856383.0
Chứng khoán đầu tư (Thuyết minh 9.5),Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất: > Chứng khoán đầu tư (Thuyết minh 9.5),Chứng khoán đầu tư (Thuyết minh 9.5),26.564.970,20.825.966,26564970.0,20825966.0
Các tài sản tài chính khác (Thuyết minh 12.5),Mức rủi ro tín dụng của các tài khoản thuộc báo cáotình hình tài chính hợp nhất: > Các tài sản tài chính khác (Thuyết minh 12.5),Các tài sản tài chính khác (Thuyết minh 12.5),52.546.920,34.950.411,52546920.0,34950411.0
,,,537.722.059,370.562.899,537722059.0,370562899.0
Mức rủi ro tín dụng của các khoản mục ngoại bằng:,Mức rủi ro tín dụng của các khoản mục ngoại bằng:,Mức rủi ro tín dụng của các khoản mục ngoại bằng:,Mức rủi ro tín dụng của các khoản mục ngoại bằng:,Mức rủi ro tín dụng của các khoản mục ngoại bằng:,,
Các hợp đồng bảo lãnh tài chính,Mức rủi ro tín dụng của các khoản mục ngoại bằng: > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,16.533.696,4.782.622,16533696.0,4782622.0
Các cam kết trong nghiệp vụ L/C,Mức rủi ro tín dụng của các khoản mục ngoại bằng: > Các cam kết trong nghiệp vụ L/C,Các cam kết trong nghiệp vụ L/C,2.643.473,4.322.692,2643473.0,4322692.0
,,,19.177.169,9.105.314,19177169.0,9105314.0
,,,556.899.228,379.668.213,556899228.0,379668213.0
