row_label_raw,row_label_full,col_0,2023Triệu đồng,2022Triệu đồng,numeric__2023Triệu đồng,numeric__2022Triệu đồng
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,1.140.095,1.112.421,1140095.0,1112421.0
Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,1.396.733,2.033.309,1396733.0,2033309.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,15.534,17.832,15534.0,17832.0
Các dịch vụ khác,Các dịch vụ khác,Các dịch vụ khác,277.806,144.893,277806.0,144893.0
,,,2.830.168,3.308.455,2830168.0,3308455.0
23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,,
,,,2023Triệu đồng,2022Triệu đồng,,
Chi phí dịch vụ thanh toán,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Chi phí dịch vụ thanh toán,Chi phí dịch vụ thanh toán,416.715,265.519,416715.0,265519.0
Chi phí hoa hồng môi giới,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,27.858,26.733,27858.0,26733.0
Chi phí dịch vụ ngân quỹ,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Chi phí dịch vụ ngân quỹ,Chi phí dịch vụ ngân quỹ,18.261,20.701,18261.0,20701.0
Các chi phí khác,23 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Các chi phí khác,Các chi phí khác,179.532,38.684,179532.0,38684.0
,,,642.366,351.637,642366.0,351637.0
24 LÃI THUẦN TỪ HOẠT ĐỘNG KINH DOANH NGOẠI HỐI,24 LÃI THUẦN TỪ HOẠT ĐỘNG KINH DOANH NGOẠI HỐI,24 LÃI THUẦN TỪ HOẠT ĐỘNG KINH DOANH NGOẠI HỐI,24 LÃI THUẦN TỪ HOẠT ĐỘNG KINH DOANH NGOẠI HỐI,24 LÃI THUẦN TỪ HOẠT ĐỘNG KINH DOANH NGOẠI HỐI,,
,,,2023Triệu đồng,2022Triệu đồng,,
Thu nhập từ hoạt động kinh doanh ngoại hối:- Thu từ kinh doanh ngoại tệ giao ngay- Thu từ các công cụ tài chính phải sinh- Thu từ kinh doanh vàng,24 LÃI THUẦN TỪ HOẠT ĐỘNG KINH DOANH NGOẠI HỐI > Thu nhập từ hoạt động kinh doanh ngoại hối:- Thu từ kinh doanh ngoại tệ giao ngay- Thu từ các công cụ tài chính phải sinh- Thu từ kinh doanh vàng,Thu nhập từ hoạt động kinh doanh ngoại hối:- Thu từ kinh doanh ngoại tệ giao ngay- Thu từ các công cụ tài chính phải sinh- Thu từ kinh doanh vàng,1.393.712975.7262.793,962.209228.0024.964,1.3937129757262792e+16,9622092280024964.0
,,,2.372.231,1.195.175,2372231.0,1195175.0
Chi phí hoạt động kinh doanh ngoại hối:- Chi về kinh doanh ngoại tệ giao ngay- Chi về các công cụ tài chính phải sinh- Chi về kinh doanh vàng,Chi phí hoạt động kinh doanh ngoại hối:- Chi về kinh doanh ngoại tệ giao ngay- Chi về các công cụ tài chính phải sinh- Chi về kinh doanh vàng,Chi phí hoạt động kinh doanh ngoại hối:- Chi về kinh doanh ngoại tệ giao ngay- Chi về các công cụ tài chính phải sinh- Chi về kinh doanh vàng,(944.551)(862.706)(271),(520.686)(539.458)(794),,
,,,(1.807.528),(1.060.938),-1807528.0,-1060938.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối:- Chi về kinh doanh ngoại tệ giao ngay- Chi về các công cụ tài chính phải sinh- Chi về kinh doanh vàng > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,564.703,134.237,564703.0,134237.0
