row_label_raw,row_label_full,col_0,2023Triệu đồng,2022Triệu đồng,numeric__2023Triệu đồng,numeric__2022Triệu đồng
Chi phí nhân viên:,Chi phí nhân viên:,Chi phí nhân viên:,Chi phí nhân viên:,Chi phí nhân viên:,,
- Lương và phụ cấp,Chi phí nhân viên: > - Lương và phụ cấp,- Lương và phụ cấp,4.628.862,4.993.068,4628862.0,4993068.0
- Các khoản chi đóng góp theo lương,Chi phí nhân viên: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,337.367,289.746,337367.0,289746.0
- Chi phí khác cho nhân viên,Chi phí nhân viên: > - Chi phí khác cho nhân viên,- Chi phí khác cho nhân viên,163.950,145.847,163950.0,145847.0
Chi về tài sản:,Chi về tài sản:,Chi về tài sản:,Chi về tài sản:,Chi về tài sản:,,
- Chi phí thuê tài sản,Chi về tài sản: > - Chi phí thuê tài sản,- Chi phí thuê tài sản,458.062,412.893,458062.0,412893.0
- Chi phí sửa chữa và nâng cấp tài sản,Chi về tài sản: > - Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,243.195,206.163,243195.0,206163.0
- Chi phí khấu hao TSCĐ,Chi về tài sản: > - Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,156.673,152.737,156673.0,152737.0
- Chi phí khác về tài sản,Chi về tài sản: > - Chi phí khác về tài sản,- Chi phí khác về tài sản,138.572,121.375,138572.0,121375.0
"Chi phí quảng cáo, tiếp thị và khuyến mãi","Chi về tài sản: > Chi phí quảng cáo, tiếp thị và khuyến mãi","Chi phí quảng cáo, tiếp thị và khuyến mãi",603.236,343.419,603236.0,343419.0
Chi phí hoa hồng cho đại lý,Chi về tài sản: > Chi phí hoa hồng cho đại lý,Chi phí hoa hồng cho đại lý,598.060,526.725,598060.0,526725.0
"Chi phí hội nghị, lễ tân và khách tiết","Chi về tài sản: > Chi phí hội nghị, lễ tân và khách tiết","Chi phí hội nghị, lễ tân và khách tiết",466.459,324.615,466459.0,324615.0
Chi phí bảo hiểm tiền gửi,Chi về tài sản: > Chi phí bảo hiểm tiền gửi,Chi phí bảo hiểm tiền gửi,285.163,162.094,285163.0,162094.0
Khác,Chi về tài sản: > Khác,Khác,1.049.603,952.027,1049603.0,952027.0
,,,9.129.202,8.630.709,9129202.0,8630709.0
