row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,,,,
- Bằng VND,Phải trả về nghiệp vụ UPAS L/C > - Bằng VND,- Bằng VND,13.628.051,18.573.444,13628051.0,18573444.0
- Bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C > - Bằng ngoại tệ,- Bằng ngoại tệ,21.828.724,5.279.710,21828724.0,5279710.0
,,,35.456.775,23.853.154,35456775.0,23853154.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,,,
- Bằng VND,Vay các TCTD khác > - Bằng VND,- Bằng VND,3.932.440,6.098.768,3932440.0,6098768.0
"Trong đó: Vay chiết khấu, tái chiết khấu","Vay các TCTD khác > Trong đó: Vay chiết khấu, tái chiết khấu","Trong đó: Vay chiết khấu, tái chiết khấu",1.825.440,4.073.768,1825440.0,4073768.0
- Bằng ngoại tệ,Vay các TCTD khác > - Bằng ngoại tệ,- Bằng ngoại tệ,10.100.077,13.260.638,10100077.0,13260638.0
,,,14.032.517,19.359.406,14032517.0,19359406.0
,,,49.489.292,43.212.560,49489292.0,43212560.0
