row_label_raw,row_label_full,col_0,Dự phòngcụ thểTriệu đồng,Dự phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòngcụ thểTriệu đồng,numeric__Dự phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Ngày 01 tháng 01 năm 2023,Ngày 01 tháng 01 năm 2023,Ngày 01 tháng 01 năm 2023,1.131.211,1.970.361,3.101.572,1131211.0,1970361.0,3101572.0
Dự phòng rủi ro trích lập trong kỳ/(Hoàn nhập dự phòng trong kỳ),Dự phòng rủi ro trích lập trong kỳ/(Hoàn nhập dự phòng trong kỳ),Dự phòng rủi ro trích lập trong kỳ/(Hoàn nhập dự phòng trong kỳ),3.674.896,592.856,4.267.752,3674896.0,592856.0,4267752.0
Sử dụng dự phòng rủi ro tín dụng trong kỳ,Sử dụng dự phòng rủi ro tín dụng trong kỳ,Sử dụng dự phòng rủi ro tín dụng trong kỳ,(3.314.867),-,(3.314.867),-3314867.0,,-3314867.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,1.491.240,2.563.217,4.054.457,1491240.0,2563217.0,4054457.0
