row_label_raw,row_label_full,col_0,Số lượng cổ phiếu phổ thôngCổ phiếu,Cổ phiếu phổ thông tính theo mệnh giáTriệu đồng,numeric__Số lượng cổ phiếu phổ thôngCổ phiếu,numeric__Cổ phiếu phổ thông tính theo mệnh giáTriệu đồng
Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,2.007.290.642,20.072.906,2007290642.0,20072906.0
Cổ phiếu mới phát hành trong năm,Cổ phiếu mới phát hành trong năm,Cổ phiếu mới phát hành trong năm,20.000.000,200.000,20000000.0,200000.0
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,503.052.280,5.030.523,503052280.0,5030523.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,2.530.342.922,25.303.429,2530342922.0,25303429.0
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,377.289.210,3.772.892,377289210.0,3772892.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,2.907.632.132,29.076.321,2907632132.0,29076321.0
