row_label_raw,row_label_full,"Lợi nhuận/(lỗ) trong năm phân bổ cho các cổ đông sở hữu cổ phiếu phổ thông (VND) > Trừ: Số tiền trích Quỹ khen thưởng, phúc lợi (VND)",Năm nay > 6.715.504.313.658 > 178.137.819.726,Năm trước(Trình bày lại) > (2.818.841.515.440) > 2.980.049.739,numeric__Năm nay > 6.715.504.313.658 > 178.137.819.726,numeric__Năm trước(Trình bày lại) > (2.818.841.515.440) > 2.980.049.739
Lợi nhuận/(lỗ) để tính lãi/(lỗ) cơ bản trên cổ phiếu (VND),Lợi nhuận/(lỗ) để tính lãi/(lỗ) cơ bản trên cổ phiếu (VND),Lợi nhuận/(lỗ) để tính lãi/(lỗ) cơ bản trên cổ phiếu (VND),6.537.366.493.932,(2.821.821.565.179),6537366493932.0,-2821821565179.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),3.100.499.616,3.100.499.616,3100499616.0,3100499616.0
Lãi/(lỗ) cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi/(lỗ) cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi/(lỗ) cơ bản trên cổ phiếu (VND/cổ phiếu),2.108,(910),2108.0,-910.0
