row_label_raw,row_label_full,Ông Phạm Ngọc Quý,1.394.776.000,1.231.249.000,numeric__1.394.776.000,numeric__1.231.249.000
Ông Hoàng Ngọc Xuân,Ông Hoàng Ngọc Xuân,Ông Hoàng Ngọc Xuân,1.194.766.000,1.045.745.000,1194766000.0,1045745000.0
Ông Vũ Lê Huy,Ông Vũ Lê Huy,Ông Vũ Lê Huy,220.100.000,199.505.000,220100000.0,199505000.0
Kế toán trường,Kế toán trường,Kế toán trường,Kế toán trường,Kế toán trường,,
Ông Bạch Đức Long,Kế toán trường > Ông Bạch Đức Long,Ông Bạch Đức Long,1.352.962.300,1.192.420.000,1352962300.0,1192420000.0
