row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm,Số cuối nămVND > 2.950.574.311.922 > 942.639.040.000 > -,Số đầu nămVND > 2.857.469.760.000 > 2.063.036.742.938 > 959.085.260.000,numeric__Số cuối nămVND > 2.950.574.311.922 > 942.639.040.000 > -,numeric__Số đầu nămVND > 2.857.469.760.000 > 2.063.036.742.938 > 959.085.260.000
,,,3.893.213.351.922,5.879.591.762.938,3893213351922.0,5879591762938.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),2.950.574.311.922,2.857.469.760.000,2950574311922.0,2857469760000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,942.639.040.000,3.022.122.002.938,942639040000.0,3022122002938.0
