row_label_raw,row_label_full,col_0,Số đầu năm > Giá trịVND,Số đầu năm > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,Số cuối năm > Giá trịVND,Số cuối năm > Số có khả năngtrả nợVND,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__Số cuối năm > Giá trịVND,numeric__Số cuối năm > Số có khả năngtrả nợVND
Vay dài hạn,Vay dài hạn,Vay dài hạn,5.879.591.762.938,4.798.374.780.000,-,1.986.378.411.016,3.893.213.351.922,2.829.366.080.000,5879591762938.0,4798374780000.0,,1986378411016.0,3893213351922.0,2829366080000.0
Chi tiết số dư vay dài hạn tại:Công ty Cổ phần Lộc hóa dầu Bình Sơn,Chi tiết số dư vay dài hạn tại:Công ty Cổ phần Lộc hóa dầu Bình Sơn,Chi tiết số dư vay dài hạn tại:Công ty Cổ phần Lộc hóa dầu Bình Sơn,4.798.374.780.000,4.798.374.780.000,-,1.969.008.700.000,2.829.366.080.000,2.829.366.080.000,4798374780000.0,4798374780000.0,,1969008700000.0,2829366080000.0,2829366080000.0
Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,1.081.216.982.938,(*),-,17.369.711.016,1.063.847.271.922,(*),1081216982938.0,,,17369711016.0,1063847271922.0,
,,,5.879.591.762.938,4.798.374.780.000,-,1.986.378.411.016,3.893.213.351.922,2.829.366.080.000,5879591762938.0,4798374780000.0,,1986378411016.0,3893213351922.0,2829366080000.0
Trong đó:- Số phải trả trong vòng 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng,2.857.469.760.000,,,,2.950.574.311.922,,2857469760000.0,,,,2950574311922.0,
- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,3.022.122.002.938,,,,942.639.040.000,,3022122002938.0,,,,942639040000.0,
"(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).","(*) Tại ngày 31 tháng 12 năm 2021, số dư gốc vay đã quá hạn, chưa được thanh toán là 60.195.000.000 VND và 38.280.000 USD, tổng cộng tương đương khoảng 926 tỷ VND (tại ngày 31 tháng 12 năm 2020: 46.140.000.000 VND và 28.740.000 USD, tổng cộng tương đương khoảng 704 tỷ VND). Đến ngày lập báo cáo tài chính hợp nhất này, BSR-BF đang làm việc với các cơ quan có thẩm quyền và các bên liên quan đến các khoản vay quá hạn thanh toán (Thuyết minh số 37).",,,,,,
Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,Chi tiết các khoản vay dài hạn theo ngân hàng như sau:,,,,,,
,,,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,,,
,,,Giá trịVND,Nợ dài hạnđến hạn trảVND,Nợ phải trảsau 12 thángVND,Giá trịVND,Nợ dài hạnđến hạn trảVND,Nợ phải trảsau 12 thángVND,,,,,,
Vay dài hạnNgân hàng Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Chi tiết các khoản vay dài hạn theo ngân hàng như sau: > Vay dài hạnNgân hàng Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Vay dài hạnNgân hàng Phát triển Việt Nam - Chi nhánh Quảng Ngãi,2.829.366.080.000,1.886.727.040.000,942.639.040.000,4.798.374.780.000,1.919.644.760.000,2.878.730.020.000,2829366080000.0,1886727040000.0,942639040000.0,4798374780000.0,1919644760000.0,2878730020000.0
Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Quảng Ngãi,Chi tiết các khoản vay dài hạn theo ngân hàng như sau: > Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Quảng Ngãi,511.356.947.757,511.356.947.757,-,520.094.147.028,451.803.750.779,68.290.396.249,511356947757.0,511356947757.0,,520094147028.0,451803750779.0,68290396249.0
Ngân hàng Thương mại TNHH MTV Đại Dương - Chi nhánh Quảng Ngãi,Chi tiết các khoản vay dài hạn theo ngân hàng như sau: > Ngân hàng Thương mại TNHH MTV Đại Dương - Chi nhánh Quảng Ngãi,Ngân hàng Thương mại TNHH MTV Đại Dương - Chi nhánh Quảng Ngãi,340.217.497.505,340.217.497.505,-,345.443.024.877,299.373.022.417,46.070.002.460,340217497505.0,340217497505.0,,345443024877.0,299373022417.0,46070002460.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Dung Quất,Chi tiết các khoản vay dài hạn theo ngân hàng như sau: > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Dung Quất,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Dung Quất,212.272.826.660,212.272.826.660,-,215.679.811.033,186.648.226.804,29.031.584.229,212272826660.0,212272826660.0,,215679811033.0,186648226804.0,29031584229.0
,,,3.893.213.351.922,2.950.574.311.922,942.639.040.000,5.879.591.762.938,2.857.469.760.000,3.022.122.002.938,3893213351922.0,2950574311922.0,942639040000.0,5879591762938.0,2857469760000.0,3022122002938.0
