row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,250.147.088.085,116.448.291.921,250147088085.0,116448291921.0
Glencore Singapore Pte Ltd.,Glencore Singapore Pte Ltd.,Glencore Singapore Pte Ltd.,150.954.435.153,-,150954435153.0,
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,47.272.509.876,47.272.509.876,47272509876.0,47272509876.0
Conifer Singapore Pte Ltd.,Conifer Singapore Pte Ltd.,Conifer Singapore Pte Ltd.,8.834.084.000,-,8834084000.0,
Công ty TNHH Thiết bị khoa học kỹ thuật và Hóa chất An Bình,Công ty TNHH Thiết bị khoa học kỹ thuật và Hóa chất An Bình,Công ty TNHH Thiết bị khoa học kỹ thuật và Hóa chất An Bình,5.155.195.451,-,5155195451.0,
W.R.GRACE & CO.-CONN,W.R.GRACE & CO.-CONN,W.R.GRACE & CO.-CONN,4.585.850.980,-,4585850980.0,
Công ty Cổ phần Công nghệ Thành Thiên,Công ty Cổ phần Công nghệ Thành Thiên,Công ty Cổ phần Công nghệ Thành Thiên,3.960.855.800,4.354.093.600,3960855800.0,4354093600.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,29.384.156.825,64.821.688.445,29384156825.0,64821688445.0
b. Trả trước cho người bán dài hạn,b. Trả trước cho người bán dài hạn,b. Trả trước cho người bán dài hạn,533.509.547.749,533.509.547.749,533509547749.0,533509547749.0
Ban quản lý Khu kinh tế Dung Quất (*),Ban quản lý Khu kinh tế Dung Quất (*),Ban quản lý Khu kinh tế Dung Quất (*),533.509.547.749,533.509.547.749,533509547749.0,533509547749.0
,,,783.656.635.834,649.957.839.670,783656635834.0,649957839670.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước cho các bên liên quan(Chỉ tiết tại Thuyết minh số 35),Trong đó: > Trả trước cho các bên liên quan(Chỉ tiết tại Thuyết minh số 35),Trả trước cho các bên liên quan(Chỉ tiết tại Thuyết minh số 35),51.562.340.665,51.281.740.186,51562340665.0,51281740186.0
