row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,5.643.518.946.005,6.329.404.433.576,,300.0,,5643518946005.0,6329404433576.0
I.,I.,I.,Nợ ngắn hạn,310,,4.971.285.372.806,5.392.409.261.985,,310.0,,4971285372806.0,5392409261985.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,1.976.026.543.522,2.924.578.985.881,,311.0,,1976026543522.0,2924578985881.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,23.414.032.135,15.366.780.677,,312.0,,23414032135.0,15366780677.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,102.115.489.360,3.501.295.659,,313.0,,102115489360.0,3501295659.0
4.,4.,4.,Phải trả người lao động,314,V.17,2.195.636.211,2.049.837.658,,314.0,,2195636211.0,2049837658.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.18,374.263.497.478,251.690.689.000,,315.0,,374263497478.0,251690689000.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.19a,1.158.373.078.812,-,,318.0,,1158373078812.0,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.20a,831.676.363.736,639.806.148.124,,319.0,,831676363736.0,639806148124.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.21a,499.633.996.638,1.553.396.436.245,,320.0,,499633996638.0,1553396436245.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.22,3.586.734.914,2.019.088.741,,322.0,,3586734914.0,2019088741.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,672.233.573.199,936.995.171.591,,330.0,,672233573199.0,936995171591.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,244.674.848.000,672.267.353.000,,331.0,,244674848000.0,672267353000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.19b,412.310.725.199,159.571.224.291,,336.0,,412310725199.0,159571224291.0
7.,7.,7.,Phải trả dài hạn khác,337,V.20b,248.000.000,248.000.000,,337.0,,248000000.0,248000000.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.21b,15.000.000.000,104.908.594.300,,338.0,,15000000000.0,104908594300.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
