row_label_raw,row_label_full,Số đầu năm,Năm nay > 2.019.088.741,Năm trước > -,numeric__Năm nay > 2.019.088.741,numeric__Năm trước > -
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,10.662.772.222,8.590.779.322,10662772222.0,8590779322.0
Chi quỹ,Chi quỹ,Chi quỹ,(9.095.126.049),(6.571.690.581),-9095126049.0,-6571690581.0
Số cuối năm,Số cuối năm,Số cuối năm,3.586.734.914,2.019.088.741,3586734914.0,2019088741.0
