row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,,,
1.,1. > 1.,1.,Lợi nhuận trước thuế,01,,313.893.464.225,252.551.591.869,,1.0,,313893464225.0,252551591869.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,,,
-,2. > -,-,Khấu hao tài sản cố định và bắt động sản đầu tư,02,V.8;V.9;V.10,37.572.951.037,37.617.655.168,,2.0,,37572951037.0,37617655168.0
-,2. > -,-,Các khoản dự phòng,03,,-,-,,3.0,,,
-,2. > -,-,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,-,-,,4.0,,,
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,VI.4,(49.228.923.392),(22.785.795.139),,5.0,,-49228923392.0,-22785795139.0
-,2. > -,-,Chỉ phí lãi vay,06,VI.5,56.196.620.478,68.638.002.970,,6.0,,56196620478.0,68638002970.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,-,-,,7.0,,,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,358.434.112.348,336.021.454.868,,8.0,,358434112348.0,336021454868.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,97.263.439.524,103.101.087.058,,9.0,,97263439524.0,103101087058.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,450.101.811.520,26.404.895.505,,10.0,,450101811520.0,26404895505.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,347.802.839.088,185.441.153.071,,11.0,,347802839088.0,185441153071.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,4.812.376.092,4.360.609.769,,12.0,,4812376092.0,4360609769.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. > -,-,Tiền lãi vay đã trả,14,V.6;V.18;VI.5,(165.277.522.979),(181.321.265.415),,14.0,,-165277522979.0,-181321265415.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,V.16,(48.202.135.465),(42.553.172.022),,15.0,,-48202135465.0,-42553172022.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,,16.0,,,
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,V.22,(9.095.126.049),(6.571.690.581),,17.0,,-9095126049.0,-6571690581.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,1.035.839.794.079,424.883.072.253,,20.0,,1035839794079.0,424883072253.0
