row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,16.391.689.896,-,3.277.773.982,-,16391689896.0,,3277773982.0,
Lãi dự thu,Lãi dự thu,Lãi dự thu,-,-,228.846.131,-,,,228846131.0,
"Chỉ hộ cho Ban quản lý tỏa nhà chung cư Sunrise, tỏa nhà Becamex Tower","Chỉ hộ cho Ban quản lý tỏa nhà chung cư Sunrise, tỏa nhà Becamex Tower","Chỉ hộ cho Ban quản lý tỏa nhà chung cư Sunrise, tỏa nhà Becamex Tower",58.704.319,-,207.398.898,-,58704319.0,,207398898.0,
Phải thu tiền chỉ hộ làm sở cho khách hàng mua cản hộ Sunrise,Phải thu tiền chỉ hộ làm sở cho khách hàng mua cản hộ Sunrise,Phải thu tiền chỉ hộ làm sở cho khách hàng mua cản hộ Sunrise,25.926.800,-,63.186.300,-,25926800.0,,63186300.0,
Phải thu tiền chỉ hộ làm sở cho khách hàng mua dự án The Green River,Phải thu tiền chỉ hộ làm sở cho khách hàng mua dự án The Green River,Phải thu tiền chỉ hộ làm sở cho khách hàng mua dự án The Green River,62.794.447,-,79.651.800,-,62794447.0,,79651800.0,
Phải thu tiền chỉ hộ làm sở cho khách hàng mua dự án Phó TM IJC2,Phải thu tiền chỉ hộ làm sở cho khách hàng mua dự án Phó TM IJC2,Phải thu tiền chỉ hộ làm sở cho khách hàng mua dự án Phó TM IJC2,158.479.900,-,315.834.000,-,158479900.0,,315834000.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,13.823.676.319,-,913.951.790,-,13823676319.0,,913951790.0,
Tạm ứng công tác,Tạm ứng công tác,Tạm ứng công tác,465.231.840,-,1.092.024.379,-,465231840.0,,1092024379.0,
"Kỳ quỹ, ký cược ngắn hạn","Kỳ quỹ, ký cược ngắn hạn","Kỳ quỹ, ký cược ngắn hạn",40.000.000,,-,,40000000.0,,,
Thuế giá trị gia tăng chưa kê khai,Thuế giá trị gia tăng chưa kê khai,Thuế giá trị gia tăng chưa kê khai,1.661.058.674,,-,,1661058674.0,,,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,95.817.597,-,376.880.684,-,95817597.0,,376880684.0,
Cộng,Cộng,Cộng,31.380.666.518,-,35.775.124.850,-,31380666518.0,,35775124850.0,
