row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 > VND,01/01/2019(đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019(đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,5.009.560.441.646,3.626.821.873.048,,,5009560441646.0,3626821873048.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,2.083.394.044.179,845.204.766.775,,3.0,2083394044179.0,845204766775.0
111,111,111,1. Tiền,,979.378.705.972,310.745.468.631,,,979378705972.0,310745468631.0
112,112,112,2. Các khoản tương đương tiền,,1.104.015.338.207,534.459.298.144,,,1104015338207.0,534459298144.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,-,207.468.957.128,,4.0,,207468957128.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,-,207.468.957.128,,,,207468957128.0
130,130,130,III. Các khoản phải thu ngắn hạn,,738.031.708.565,735.071.502.449,,,738031708565.0,735071502449.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,533.369.856.311,549.855.061.668,,5.0,533369856311.0,549855061668.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,139.257.727.107,128.047.679.131,,6.0,139257727107.0,128047679131.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,15.332.200.216,15.332.200.216,,8.0,15332200216.0,15332200216.0
136,136,136,4. Phải thu ngắn hạn khác,7,84.724.767.156,75.522.019.521,,7.0,84724767156.0,75522019521.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(34.652.842.225),(33.685.458.087),,,-34652842225.0,-33685458087.0
140,140,140,IV. Hàng tồn kho,10,2.019.666.589.104,1.733.543.381.429,,10.0,2019666589104.0,1733543381429.0
141,141,141,1. Hàng tồn kho,,2.042.778.983.213,1.744.491.184.328,,,2042778983213.0,1744491184328.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(23.112.394.109),(10.947.802.899),,,-23112394109.0,-10947802899.0
150,150,150,V. Tài sản ngắn hạn khác,,168.468.099.798,105.533.265.267,,,168468099798.0,105533265267.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,7.757.235.031,5.071.457.948,,11.0,7757235031.0,5071457948.0
152,152,152,2. Thuế GTGT được khấu trừ,,114.667.750.232,98.518.250.176,,,114667750232.0,98518250176.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,46.043.114.535,1.943.557.143,,18.0,46043114535.0,1943557143.0
