row_label_raw,row_label_full,a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,31/12/2019 > Giá trịVND > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,31/12/2019 > Dự phòng > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,01/01/2019 > Giá trịVND > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,01/01/2019 > Dự phòng > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,numeric__31/12/2019 > Giá trịVND > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,numeric__31/12/2019 > Dự phòng > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,numeric__01/01/2019 > Giá trịVND > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn,numeric__01/01/2019 > Dự phòng > a) Phải thu của khách hàng chỉ tiết theo nội dung có số dư lớn
"- Khách hàng thuê,mua nhà","- Khách hàng thuê,mua nhà","- Khách hàng thuê,mua nhà",188.944.255.123,-,290.593.772.135,-,188944255123.0,,290593772135.0,
"- Khách hàng thuêhạ tầng KCN, nhàxưởng","- Khách hàng thuêhạ tầng KCN, nhàxưởng","- Khách hàng thuêhạ tầng KCN, nhàxưởng",168.435.604.121,(9.564.216.305),107.038.507.367,(9.180.827.381),168435604121.0,-9564216305.0,107038507367.0,-9180827381.0
- Các khoản phải thukhách hàng khác,- Các khoản phải thukhách hàng khác,- Các khoản phải thukhách hàng khác,175.989.997.067,(16.688.073.898),152.222.782.166,(17.240.424.894),175989997067.0,-16688073898.0,152222782166.0,-17240424894.0
,,,533.369.856.311,(26.252.290.203),549.855.061.668,(26.421.252.275),533369856311.0,-26252290203.0,549855061668.0,-26421252275.0
