row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2019 > VND,Năm 2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 > VND,numeric__Năm 2018 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28,4.237.661.605.585,3.135.392.133.145,,28.0,4237661605585.0,3135392133145.0
02,02,02,2. Các khoản giảm trừ doanh thu,29,2.302.926.337,459.756.550,,29.0,2302926337.0,459756550.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,4.235.358.679.248,3.134.932.376.595,,,4235358679248.0,3134932376595.0
11,11,11,4. Giá vốn hàng bán,30,3.179.661.401.608,2.304.283.125.053,,30.0,3179661401608.0,2304283125053.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.055.697.277.640,830.649.251.542,,,1055697277640.0,830649251542.0
21,21,21,6. Doanh thu hoạt động tài chính,31,162.442.744.773,179.461.220.058,,31.0,162442744773.0,179461220058.0
22,22,22,7. Chi phí tài chính,32,52.811.705.530,156.060.601.098,,32.0,52811705530.0,156060601098.0
23,23,23,Trong đó: Chi phí lãi vay,,27.196.792.945,25.381.642.662,,,27196792945.0,25381642662.0
25,25,25,8. Chi phí bán hàng,33,152.316.025.171,125.348.090.955,,33.0,152316025171.0,125348090955.0
26,26,26,9. Chi phí quản lý doanh nghiệp,34,310.489.375.519,142.384.720.365,,34.0,310489375519.0,142384720365.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,702.522.916.193,586.317.059.182,,,702522916193.0,586317059182.0
31,31,31,11. Thu nhập khác,35,51.076.663.561,62.636.561.952,,35.0,51076663561.0,62636561952.0
32,32,32,12. Chi phí khác,36,34.511.048.897,41.346.552.644,,36.0,34511048897.0,41346552644.0
40,40,40,13. Lợi nhuận khác,,16.565.614.664,21.290.009.308,,,16565614664.0,21290009308.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,719.088.530.857,607.607.068.490,,,719088530857.0,607607068490.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,38,123.226.642.910,103.526.067.378,,38.0,123226642910.0,103526067378.0
60,60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,595.861.887.947,504.081.001.112,,,595861887947.0,504081001112.0
