row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2019 > VND,01/01/2019 (đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019 (đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,9.405.794.208.786,6.740.100.317.569,,,9405794208786.0,6740100317569.0
310,310,310,I. Nợ ngắn hạn,,3.407.773.890.579,2.107.483.718.328,,,3407773890579.0,2107483718328.0
311,311,311,1. Phải trả người bán ngắn hạn,17,571.610.787.163,549.319.489.577,,17.0,571610787163.0,549319489577.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,1.486.255.286.186,182.101.369.738,,19.0,1486255286186.0,182101369738.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,99.139.727.785,67.977.252.043,,18.0,99139727785.0,67977252043.0
314,314,314,4. Phải trả người lao động,,83.269.810.757,72.222.837.740,,,83269810757.0,72222837740.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,382.757.756.291,434.505.601.301,,20.0,382757756291.0,434505601301.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,85.888.108.310,85.657.665.797,,21.0,85888108310.0,85657665797.0
319,319,319,7. Phải trả ngắn hạn khác,22,304.450.782.908,428.113.864.539,,22.0,304450782908.0,428113864539.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,24,229.594.596.434,148.685.881.538,,24.0,229594596434.0,148685881538.0
321,321,321,9. Dự phòng phải trả ngắn hạn,23,117.668.765.030,107.206.317.888,,23.0,117668765030.0,107206317888.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,47.138.269.715,31.693.438.167,,,47138269715.0,31693438167.0
330,330,330,II. Nợ dài hạn,,5.998.020.318.207,4.632.616.599.241,,,5998020318207.0,4632616599241.0
333,333,333,1. Chi phí phải trả dài hạn,20,2.605.127.474.307,1.198.270.083.384,,20.0,2605127474307.0,1198270083384.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,2.897.455.249.539,2.889.229.323.752,,21.0,2897455249539.0,2889229323752.0
337,337,337,3. Phải trả dài hạn khác,22,20.264.825.004,21.028.364.876,,22.0,20264825004.0,21028364876.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,24,208.352.084.225,279.280.428.581,,24.0,208352084225.0,279280428581.0
342,342,342,5. Dự phòng phải trả dài hạn,23,173.353.103.692,176.017.167.173,,23.0,173353103692.0,176017167173.0
343,343,343,6. Quỹ phát triển khoa học và công nghệ,,93.467.581.440,68.791.231.475,,,93467581440.0,68791231475.0
