row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm 2019 > VND,Năm 2018 > VND,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm 2019 > VND,numeric__Năm 2018 > VND
,,,III. LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
33,33,33,1. Tiền thu từ đi vay,,726.430.385.832,741.541.477.285,,,726430385832.0,741541477285.0
34,34,34,2. Tiền trả nợ gốc vay,,(711.910.498.958),(775.171.408.410),,,-711910498958.0,-775171408410.0
35,35,35,3. Tiền trả nợ gốc thuê tài chính,,(5.873.653.122),(3.209.247.833),,,-5873653122.0,-3209247833.0
36,36,36,"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(447.969.657.250),(425.818.324.750),,,-447969657250.0,-425818324750.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(439.323.423.498),(462.657.503.708),,,-439323423498.0,-462657503708.0
50,50,50,Lưu chuyển tiền thuần trong năm,,1.239.380.661.274,(1.098.397.531.833),,,1239380661274.0,-1098397531833.0
60,60,60,Tiền và tương đương tiền đầu năm,,845.204.766.775,1.942.153.426.411,,,845204766775.0,1942153426411.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(1.191.383.870),1.448.872.197,,,-1191383870.0,1448872197.0
70,70,70,Tiền và tương đương tiền cuối năm,3,2.083.394.044.179,845.204.766.775,,3.0,2083394044179.0,845204766775.0
