row_label_raw,row_label_full,col_0,Từ 1 năm trở xuống,Trên 1 năm đến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 năm trở xuống,numeric__Trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,,,,
Vay và nợ,Tại ngày 31/12/2019 > Vay và nợ,Vay và nợ,229.594.596.434,208.352.084.225,-,437.946.680.659,229594596434.0,208352084225.0,,437946680659.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2019 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",876.061.570.071,20.264.825.004,-,896.326.395.075,876061570071.0,20264825004.0,,896326395075.0
Chi phí phải trả,Tại ngày 31/12/2019 > Chi phí phải trả,Chi phí phải trả,382.757.756.291,-,2.605.127.474.307,2.987.885.230.598,382757756291.0,,2605127474307.0,2987885230598.0
,,,1.488.413.922.796,228.616.909.229,2.605.127.474.307,4.322.158.306.332,1488413922796.0,228616909229.0,2605127474307.0,4322158306332.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,,,,
Vay và nợ,Tại ngày 01/01/2019 > Vay và nợ,Vay và nợ,148.685.881.538,272.460.915.322,6.819.513.259,427.966.310.119,148685881538.0,272460915322.0,6819513259.0,427966310119.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2019 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",977.433.354.116,21.028.364.876,-,998.461.718.992,977433354116.0,21028364876.0,,998461718992.0
Chi phí phải trả,Tại ngày 01/01/2019 > Chi phí phải trả,Chi phí phải trả,434.505.601.301,-,1.198.270.083.384,1.632.775.684.685,434505601301.0,,1198270083384.0,1632775684685.0
,,,1.560.624.836.955,293.489.280.198,1.205.089.596.643,3.059.203.713.796,1560624836955.0,293489280198.0,1205089596643.0,3059203713796.0
