row_label_raw,row_label_full,col_0,Loại tiền vay,Lãi suất năm,Mục đích vay,Hình thức đảm bảo,31/12/2019 > VND,01/01/2019 > VND,numeric__Loại tiền vay,numeric__Lãi suất năm,numeric__Mục đích vay,numeric__Hình thức đảm bảo,numeric__31/12/2019 > VND,numeric__01/01/2019 > VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,57.697.980.773,65.326.024.074,,,,,57697980773.0,65326024074.0
- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,VND,"4,5%/năm",Bổ sung vốn lưu động,Thế chấp bằng tài sản,21.516.773.964,4.975.674.088,,,,,21516773964.0,4975674088.0
- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Tín chấp và thế chấp bằng tài sản,12.763.403.117,17.225.611.642,,,,,12763403117.0,17225611642.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Thế chấp bằng tài sản,22.417.803.692,41.457.008.844,,,,,22417803692.0,41457008844.0
- Vay cá nhân,- Vay cá nhân,- Vay cá nhân,VND,Theo từng hợp đồng,Bổ sung vốn lưu động,Tín chấp,1.000.000.000,1.667.729.500,,,,,1000000000.0,1667729500.0
Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,171.896.615.661,83.359.857.464,,,,,171896615661.0,83359857464.0
- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,,,,,17.600.000.000,-,,,,,17600000000.0,
- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,,,,,98.199.476.221,36.000.000.000,,,,,98199476221.0,36000000000.0
- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,,,,,42.000.000.000,33.257.000.000,,,,,42000000000.0,33257000000.0
- Lãi vay nợ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Lãi vay nợ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Lãi vay nợ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,,,,,11.463.848.768,9.379.512.640,,,,,11463848768.0,9379512640.0
- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,,,,,134.166.672,1.676.636.824,,,,,134166672.0,1676636824.0
- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Công thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Công thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Công thương Việt Nam,,,,,899.124.000,926.708.000,,,,,899124000.0,926708000.0
- Quỹ Bảo vệ môi trường,- Quỹ Bảo vệ môi trường,- Quỹ Bảo vệ môi trường,,,,,1.600.000.000,2.120.000.000,,,,,1600000000.0,2120000000.0
,,,,,,,229.594.596.434,148.685.881.538,,,,,229594596434.0,148685881538.0
