row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,01/01/2019 (Đã điều chỉnh),01/01/2019 (Đã điều chỉnh)_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__01/01/2019 (Đã điều chỉnh),numeric__01/01/2019 (Đã điều chỉnh)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,109.404.300,-,-,-,109404300.0,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",112.053.911.829,(10.869.141.245),124.153.299.696,(10.164.686.178),112053911829.0,-10869141245.0,124153299696.0,-10164686178.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",8.410.477.020,-,9.581.432.003,-,8410477020.0,,9581432003.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.444.777.087.768,-,1.309.319.067.778,-,1444777087768.0,,1309319067778.0,
"- Kính, sứ, sen vòi, khác","- Kính, sứ, sen vòi, khác","- Kính, sứ, sen vòi, khác",18.735.920.414,-,15.334.861.313,-,18735920414.0,,15334861313.0,
"- Bất động sản, xây dựng","- Bất động sản, xây dựng","- Bất động sản, xây dựng",1.426.041.167.354,-,1.293.984.206.465,-,1426041167354.0,,1293984206465.0,
Thành phẩm,Thành phẩm,Thành phẩm,463.465.469.178,(12.243.252.864),281.898.057.250,(783.116.721),463465469178.0,-12243252864.0,281898057250.0,-783116721.0
"- Kính, sứ, sen vòi, khác","- Kính, sứ, sen vòi, khác","- Kính, sứ, sen vòi, khác",333.206.797.297,(12.243.252.864),230.180.987.297,(783.116.721),333206797297.0,-12243252864.0,230180987297.0,-783116721.0
"- Bất động sản, xây dựng","- Bất động sản, xây dựng","- Bất động sản, xây dựng",130.258.671.881,-,51.717.069.953,-,130258671881.0,,51717069953.0,
Hàng hoá,Hàng hoá,Hàng hoá,13.719.221.705,-,19.349.760.117,-,13719221705.0,,19349760117.0,
"- Kính, sứ, sen vòi, khác","- Kính, sứ, sen vòi, khác","- Kính, sứ, sen vòi, khác",13.179.597.482,-,12.616.005.183,-,13179597482.0,,12616005183.0,
"- Bất động sản, xây dựng","- Bất động sản, xây dựng","- Bất động sản, xây dựng",539.624.223,-,6.733.754.934,,539624223.0,,6733754934.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,243.411.413,-,189.567.484,-,243411413.0,,189567484.0,
,,,2.042.778.983.213,(23.112.394.109),1.744.491.184.328,(10.947.802.899),2042778983213.0,-23112394109.0,1744491184328.0,-10947802899.0
