row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 > VND,01/01/2019(đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019(đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,10.549.783.631.439,9.158.840.418.701,,,10549783631439.0,9158840418701.0
210,210,210,I. Các khoản phải thu dài hạn,,225.210.683.440,172.624.846.070,,,225210683440.0,172624846070.0
216,216,216,1. Phải thu dài hạn khác,7,225.210.683.440,172.624.846.070,,7.0,225210683440.0,172624846070.0
220,220,220,II . Tài sản cố định,,2.158.558.078.376,2.075.818.122.744,,,2158558078376.0,2075818122744.0
221,221,221,1. Tài sản cố định hữu hình,12,2.010.744.453.664,1.914.247.774.678,,12.0,2010744453664.0,1914247774678.0
222,222,222,- Nguyên giá,,3.888.247.260.749,3.592.216.722.157,,,3888247260749.0,3592216722157.0
223,223,223,- Giá trị hao mòn luỹ kế,,(1.877.502.807.085),(1.677.968.947.479),,,-1877502807085.0,-1677968947479.0
224,224,224,2. Tài sản cố định thuê tài chính,13,4.573.259.919,17.846.375.562,,13.0,4573259919.0,17846375562.0
225,225,225,- Nguyên giá,,7.597.658.582,21.914.906.540,,,7597658582.0,21914906540.0
226,226,226,- Giá trị hao mòn luỹ kế,,(3.024.398.663),(4.068.530.978),,,-3024398663.0,-4068530978.0
227,227,227,3. Tài sản cố định vô hình,14,143.240.364.793,143.723.972.504,,14.0,143240364793.0,143723972504.0
228,228,228,- Nguyên giá,,168.814.076.205,166.399.922.601,,,168814076205.0,166399922601.0
229,229,229,- Giá trị hao mòn luỹ kế,,(25.573.711.412),(22.675.950.097),,,-25573711412.0,-22675950097.0
230,230,230,III. Bất động sản đầu tư,15,4.785.586.266.277,3.278.008.934.570,,15.0,4785586266277.0,3278008934570.0
231,231,231,- Nguyên giá,,5.497.626.574.237,3.872.152.951.184,,,5497626574237.0,3872152951184.0
232,232,232,- Giá trị hao mòn luỹ kế,,(712.040.307.960),(594.144.016.614),,,-712040307960.0,-594144016614.0
240,240,240,IV. Tài sản dở dang dài hạn,,1.499.608.462.178,1.849.899.677.450,,,1499608462178.0,1849899677450.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,1.499.608.462.178,1.849.899.677.450,,16.0,1499608462178.0,1849899677450.0
250,250,250,V. Đầu tư tài chính dài hạn,4,1.622.020.488.890,1.488.993.259.025,,4.0,1622020488890.0,1488993259025.0
251,251,251,1. Đầu tư vào công ty con,,1.163.116.665.740,1.027.333.831.322,,,1163116665740.0,1027333831322.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,711.558.712.639,693.004.202.177,,,711558712639.0,693004202177.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,8.242.682.344,8.242.682.344,,,8242682344.0,8242682344.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(260.979.871.833),(239.669.756.818),,,-260979871833.0,-239669756818.0
255,255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,,82.300.000,82.300.000,,,82300000.0,82300000.0
260,260,260,VI. Tài sản dài hạn khác,,258.799.652.278,293.495.578.842,,,258799652278.0,293495578842.0
261,261,261,1. Chi phí trả trước dài hạn,11,258.799.652.278,293.495.578.842,,11.0,258799652278.0,293495578842.0
270,270,270,TỔNG CỘNG TÀI SẢN,,15.559.344.073.085,12.785.662.291.749,,,15559344073085.0,12785662291749.0
