row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty TNHH Thiết bị Hệ thống L.P.G,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thiết bị Hệ thống L.P.G,- Công ty TNHH Thiết bị Hệ thống L.P.G,25.284.481.202,25.284.481.202,-,-,25284481202.0,25284481202.0,,
- Công ty CP Dương Đông - Sài Gòn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Dương Đông - Sài Gòn,- Công ty CP Dương Đông - Sài Gòn,-,-,28.917.137.796,28.917.137.796,,,28917137796.0,28917137796.0
- Công ty TNHH Bình Yên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bình Yên,- Công ty TNHH Bình Yên,5.834.568.280,5.834.568.280,11.773.850.680,11.773.850.680,5834568280.0,5834568280.0,11773850680.0,11773850680.0
- Công ty CP Thương mại Viglacera,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,31.690.382.474,31.690.382.474,8.862.919.847,8.862.919.847,31690382474.0,31690382474.0,8862919847.0,8862919847.0
- Công ty TNHH Xây dựng Tiên Du,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Xây dựng Tiên Du,- Công ty TNHH Xây dựng Tiên Du,37.553.211.358,37.553.211.358,12.031.266.634,12.031.266.634,37553211358.0,37553211358.0,12031266634.0,12031266634.0
- Công ty CP Đầu tư Xây dựng Sơn Giang,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Đầu tư Xây dựng Sơn Giang,- Công ty CP Đầu tư Xây dựng Sơn Giang,8.348.533.600,8.348.533.600,-,-,8348533600.0,8348533600.0,,
- Công ty CP Đầu tư và Xây dựng Thương mại Bình Minh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Đầu tư và Xây dựng Thương mại Bình Minh,- Công ty CP Đầu tư và Xây dựng Thương mại Bình Minh,286.856.000,286.856.000,5.636.038.000,5.636.038.000,286856000.0,286856000.0,5636038000.0,5636038000.0
- Công ty TNHH Siamp,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Siamp,- Công ty TNHH Siamp,5.587.629.020,5.587.629.020,-,-,5587629020.0,5587629020.0,,
- Hợp tác xã Dịch vụ Vận tải Tín Thành,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Hợp tác xã Dịch vụ Vận tải Tín Thành,- Hợp tác xã Dịch vụ Vận tải Tín Thành,8.098.003.350,8.098.003.350,7.634.211.150,7.634.211.150,8098003350.0,8098003350.0,7634211150.0,7634211150.0
- Công ty TNHH Thanh Tuyên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thanh Tuyên,- Công ty TNHH Thanh Tuyên,4.529.601.665,4.529.601.665,4.668.582.267,4.668.582.267,4529601665.0,4529601665.0,4668582267.0,4668582267.0
- Công ty TNHH MTV Cát Cam Ranh FICO,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Cát Cam Ranh FICO,- Công ty TNHH MTV Cát Cam Ranh FICO,3.366.499.136,3.366.499.136,7.765.375.420,7.765.375.420,3366499136.0,3366499136.0,7765375420.0,7765375420.0
- Công ty CP Khai thác Vận tải Tiến Xuyên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Khai thác Vận tải Tiến Xuyên,- Công ty CP Khai thác Vận tải Tiến Xuyên,3.005.708.568,3.005.708.568,7.673.368.788,7.673.368.788,3005708568.0,3005708568.0,7673368788.0,7673368788.0
- Công ty CP Việt Trì Viglacera,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Việt Trì Viglacera,- Công ty CP Việt Trì Viglacera,9.459.548.864,9.459.548.864,6.317.906.767,6.317.906.767,9459548864.0,9459548864.0,6317906767.0,6317906767.0
- Công ty CP Kinh doanh Gạch ốp lát Viglacera,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Kinh doanh Gạch ốp lát Viglacera,- Công ty CP Kinh doanh Gạch ốp lát Viglacera,7.097.946.700,7.097.946.700,-,-,7097946700.0,7097946700.0,,
- Phải trả cho các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả cho các đối tượng khác,- Phải trả cho các đối tượng khác,421.467.816.946,421.467.816.946,448.038.832.228,448.038.832.228,421467816946.0,421467816946.0,448038832228.0,448038832228.0
,,,571.610.787.163,571.610.787.163,549.319.489.577,549.319.489.577,571610787163.0,571610787163.0,549319489577.0,549319489577.0
