row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốc,31/12/2019 > Giá trị hợp lý,31/12/2019 > Dự phòng,01/01/2019 > Giá gốc,01/01/2019 > Giá trị hợp lý,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá gốc,numeric__31/12/2019 > Giá trị hợp lý,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá gốc,numeric__01/01/2019 > Giá trị hợp lý,numeric__01/01/2019 > Dự phòng
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,VND,VND,VND,VND,VND,VND,,,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con > Đầu tư vào Công ty con,Đầu tư vào Công ty con,1.163.116.665.740,,(260.355.181.630),1.027.333.831.322,,(239.045.066.615),1163116665740.0,,-260355181630.0,1027333831322.0,,-239045066615.0
"- Công ty CP Viglacera Thăng Long (TLT)\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Thăng Long (TLT)\( ^{(4,2)} \)","- Công ty CP Viglacera Thăng Long (TLT)\( ^{(4,2)} \)",21.420.000.000,69.258.000.000,-,21.420.000.000,35.700.000.000,-,21420000000.0,69258000000.0,,21420000000.0,35700000000.0,
"- Công ty CP Bao bì và Má phanh Viglacera\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Bao bì và Má phanh Viglacera\( ^{(4,1)} \)","- Công ty CP Bao bì và Má phanh Viglacera\( ^{(4,1)} \)",6.553.719.948,,-,6.553.719.948,,-,6553719948.0,,,6553719948.0,,
"- Công ty CP Viglacera Bá Hiến (BHV)\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Bá Hiến (BHV)\( ^{(4,2)} \)","- Công ty CP Viglacera Bá Hiến (BHV)\( ^{(4,2)} \)",4.349.543.500,3.581.977.000,(4.349.543.500),4.349.543.500,2.601.033.813,(4.349.543.500),4349543500.0,3581977000.0,-4349543500.0,4349543500.0,2601033813.0,-4349543500.0
"- Công ty CP Viglacera Từ Liêm\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Từ Liêm\( ^{(4,1)} \)","- Công ty CP Viglacera Từ Liêm\( ^{(4,1)} \)",22.876.640.252,,(10.973.234.193),22.876.640.252,,-,22876640252.0,,-10973234193.0,22876640252.0,,
"- Công ty CP Viglacera Đông Anh (DAC)\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Đông Anh (DAC)\( ^{(4,2)} \)","- Công ty CP Viglacera Đông Anh (DAC)\( ^{(4,2)} \)",3.895.380.000,3.997.890.000,(54.363.735),3.895.380.000,6.663.150.000,-,3895380000.0,3997890000.0,-54363735.0,3895380000.0,6663150000.0,
"- Công ty CP Tư vấn Viglacera\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Tư vấn Viglacera\( ^{(4,1)} \)","- Công ty CP Tư vấn Viglacera\( ^{(4,1)} \)",2.823.344.712,,(227.173.536),2.823.344.712,,-,2823344712.0,,-227173536.0,2823344712.0,,
"- Công ty CP Việt Trì Viglacera\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Việt Trì Viglacera\( ^{(4,1)} \)","- Công ty CP Việt Trì Viglacera\( ^{(4,1)} \)",29.999.243.861,,-,29.999.243.861,,-,29999243861.0,,,29999243861.0,,
"- Công ty CP Kính Viglacera Đáp Cầu (DSG)\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Kính Viglacera Đáp Cầu (DSG)\( ^{(4,2)} \)","- Công ty CP Kính Viglacera Đáp Cầu (DSG)\( ^{(4,2)} \)",280.645.000.000,617.419.000.000,(177.162.343.764),280.645.000.000,451.838.450.000,(170.806.457.043),280645000000.0,617419000000.0,-177162343764.0,280645000000.0,451838450000.0,-170806457043.0
"- Công ty CP Viglacera Hữu Hưng\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Hữu Hưng\( ^{(4,1)} \)","- Công ty CP Viglacera Hữu Hưng\( ^{(4,1)} \)",5.246.606.313,,(5.246.606.312),5.246.606.313,,(1.689.066.072),5246606313.0,,-5246606312.0,5246606313.0,,-1689066072.0
"- Công ty CP Viglacera Tiên Sơn (VIT)\( ^{(4,3)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Tiên Sơn (VIT)\( ^{(4,3)} \)","- Công ty CP Viglacera Tiên Sơn (VIT)\( ^{(4,3)} \)",89.698.800.000,146.191.500.000,-,89.698.800.000,113.373.000.000,-,89698800000.0,146191500000.0,,89698800000.0,113373000000.0,
"- Công ty CP Thương mại Viglacera\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Thương mại Viglacera\( ^{(4,1)} \)","- Công ty CP Thương mại Viglacera\( ^{(4,1)} \)",22.171.173.381,,-,22.171.173.381,,-,22171173381.0,,,22171173381.0,,
"- Công ty CP Viglacera Vân Hải\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Vân Hải\( ^{(4,1)} \)","- Công ty CP Viglacera Vân Hải\( ^{(4,1)} \)",157.137.721.563,,-,157.137.721.563,,-,157137721563.0,,,157137721563.0,,
"- Công ty CP Khoáng sản Viglacera\( ^{(4,1)} \)","Đầu tư vào Công ty con > - Công ty CP Khoáng sản Viglacera\( ^{(4,1)} \)","- Công ty CP Khoáng sản Viglacera\( ^{(4,1)} \)",7.447.460.436,,-,7.447.460.436,,-,7447460436.0,,,7447460436.0,,
