row_label_raw,row_label_full,col_0,31/12/2019,01/01/2019(Đã điều chỉnh),numeric__31/12/2019,numeric__01/01/2019(Đã điều chỉnh)
,,,VND,VND,,
Xây dựng cơ bản,Xây dựng cơ bản,Xây dựng cơ bản,1.499.608.462.178,1.849.894.677.450,1499608462178.0,1849894677450.0
- Dự án Khu công nghiệp Yên Phong mở rộng\( ^{(16.1)} \),- Dự án Khu công nghiệp Yên Phong mở rộng\( ^{(16.1)} \),- Dự án Khu công nghiệp Yên Phong mở rộng\( ^{(16.1)} \),66.596.610.936,471.446.953.020,66596610936.0,471446953020.0
- Dự án Khu công nghiệp Đông Mai\( ^{(16.2)} \),- Dự án Khu công nghiệp Đông Mai\( ^{(16.2)} \),- Dự án Khu công nghiệp Đông Mai\( ^{(16.2)} \),109.672.814.896,379.981.761.262,109672814896.0,379981761262.0
- Dự án Khu công nghiệp Đồng Văn IV giai đoạn I\( ^{(16.3)} \),- Dự án Khu công nghiệp Đồng Văn IV giai đoạn I\( ^{(16.3)} \),- Dự án Khu công nghiệp Đồng Văn IV giai đoạn I\( ^{(16.3)} \),22.166.842.515,89.616.454.567,22166842515.0,89616454567.0
- Dự án Khu công nghiệp Đồng Văn IV giai đoạn II\( ^{(16.4)} \),- Dự án Khu công nghiệp Đồng Văn IV giai đoạn II\( ^{(16.4)} \),- Dự án Khu công nghiệp Đồng Văn IV giai đoạn II\( ^{(16.4)} \),495.631.867.393,371.846.254.649,495631867393.0,371846254649.0
- Dự án Khu công nghiệp và đô thị Yên Phong\( ^{(16.5)} \),- Dự án Khu công nghiệp và đô thị Yên Phong\( ^{(16.5)} \),- Dự án Khu công nghiệp và đô thị Yên Phong\( ^{(16.5)} \),115.577.462.595,158.201.557.439,115577462595.0,158201557439.0
- Dự án Khu công nghiệp Tiền Hải - Thái Bình\( ^{(16.6)} \),- Dự án Khu công nghiệp Tiền Hải - Thái Bình\( ^{(16.6)} \),- Dự án Khu công nghiệp Tiền Hải - Thái Bình\( ^{(16.6)} \),204.278.910.597,46.398.001.542,204278910597.0,46398001542.0
- Dự án Khu công nghiệp Phú Hà giai đoạn I\( ^{(16.7)} \),- Dự án Khu công nghiệp Phú Hà giai đoạn I\( ^{(16.7)} \),- Dự án Khu công nghiệp Phú Hà giai đoạn I\( ^{(16.7)} \),75.560.360.348,57.777.252.729,75560360348.0,57777252729.0
- Dự án đề tài bê tông khí chung áp\( ^{(16.8)} \),- Dự án đề tài bê tông khí chung áp\( ^{(16.8)} \),- Dự án đề tài bê tông khí chung áp\( ^{(16.8)} \),18.801.774.640,64.467.750.265,18801774640.0,64467750265.0
- Dự án đầu tư hoàn thiện dây chuyển AAC và Panel\( ^{(16.9)} \),- Dự án đầu tư hoàn thiện dây chuyển AAC và Panel\( ^{(16.9)} \),- Dự án đầu tư hoàn thiện dây chuyển AAC và Panel\( ^{(16.9)} \),-,20.718.811.314,,20718811314.0
- Dự án Khu công nghiệp Yên Phong II C\( ^{(16.10)} \),- Dự án Khu công nghiệp Yên Phong II C\( ^{(16.10)} \),- Dự án Khu công nghiệp Yên Phong II C\( ^{(16.10)} \),146.046.583.861,-,146046583861.0,
- Công trình Cụm nhà xưởng - Khu công nghiệp Yên Phong,- Công trình Cụm nhà xưởng - Khu công nghiệp Yên Phong,- Công trình Cụm nhà xưởng - Khu công nghiệp Yên Phong,-,18.432.446.711,,18432446711.0
- Dự án Khu công nghiệp Hải Yên\( ^{(16.11)} \),- Dự án Khu công nghiệp Hải Yên\( ^{(16.11)} \),- Dự án Khu công nghiệp Hải Yên\( ^{(16.11)} \),40.779.355.782,33.693.504.525,40779355782.0,33693504525.0
"- Dự án Khu công nghiệp Phong Điền - Viglacera, Huế\( ^{(16.12)} \)","- Dự án Khu công nghiệp Phong Điền - Viglacera, Huế\( ^{(16.12)} \)","- Dự án Khu công nghiệp Phong Điền - Viglacera, Huế\( ^{(16.12)} \)",32.235.375.445,29.064.142.835,32235375445.0,29064142835.0
- Dự án Khu công nghiệp Tiên Sơn - Bắc Ninh Giai đoạn I + II,- Dự án Khu công nghiệp Tiên Sơn - Bắc Ninh Giai đoạn I + II,- Dự án Khu công nghiệp Tiên Sơn - Bắc Ninh Giai đoạn I + II,13.373.087.206,25.857.777.728,13373087206.0,25857777728.0
- Dự án trạm xử lý nước thải - Khu công nghiệp Đồng văn IV,- Dự án trạm xử lý nước thải - Khu công nghiệp Đồng văn IV,- Dự án trạm xử lý nước thải - Khu công nghiệp Đồng văn IV,19.539.565.624,12.200.752.530,19539565624.0,12200752530.0
- Dự án trạm xử lý nước thải - Khu công nghiệp Phú Hà,- Dự án trạm xử lý nước thải - Khu công nghiệp Phú Hà,- Dự án trạm xử lý nước thải - Khu công nghiệp Phú Hà,12.572.188.181,11.083.358.683,12572188181.0,11083358683.0
- Dự án trạm xử lý nước sạch 2000 m3/ngày đêm bổ sung -Khu công nghiệp Tiên Sơn,- Dự án trạm xử lý nước sạch 2000 m3/ngày đêm bổ sung -Khu công nghiệp Tiên Sơn,- Dự án trạm xử lý nước sạch 2000 m3/ngày đêm bổ sung -Khu công nghiệp Tiên Sơn,23.944.711.486,-,23944711486.0,
- Trạm xử lý nước thải 1.100 m3/ngày đêm Khu công nghiệpĐông Mai,- Trạm xử lý nước thải 1.100 m3/ngày đêm Khu công nghiệpĐông Mai,- Trạm xử lý nước thải 1.100 m3/ngày đêm Khu công nghiệpĐông Mai,14.155.021.998,-,14155021998.0,
- Các công trình khác,- Các công trình khác,- Các công trình khác,88.675.928.675,59.107.897.651,88675928675.0,59107897651.0
Sửa chữa lớn,Sửa chữa lớn,Sửa chữa lớn,-,5.000.000,,5000000.0
- Các công trình khác,- Các công trình khác,- Các công trình khác,-,5.000.000,,5000000.0
,,,1.499.608.462.178,1.849.899.677.450,1499608462178.0,1849899677450.0
