row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốc,31/12/2019 > Giá trị hợp lý,31/12/2019 > Dự phòng,01/01/2019 > Giá gốc,01/01/2019 > Giá trị hợp lý,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá gốc,numeric__31/12/2019 > Giá trị hợp lý,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá gốc,numeric__01/01/2019 > Giá trị hợp lý,numeric__01/01/2019 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",711.558.712.639,,-,693.004.202.177,,-,711558712639.0,,,693004202177.0,,
- Công ty TNHH Kính nổi Việt Nam (4.1),- Công ty TNHH Kính nổi Việt Nam (4.1),- Công ty TNHH Kính nổi Việt Nam (4.1),286.821.000.000,,-,286.821.000.000,,-,286821000000.0,,,286821000000.0,,
- Công ty CP Viglacera Từ Sơn (VTS) (4.3),- Công ty CP Viglacera Từ Sơn (VTS) (4.3),- Công ty CP Viglacera Từ Sơn (VTS) (4.3),4.837.506.400,15.958.784.000,-,4.837.506.400,7.231.324.000,-,4837506400.0,15958784000.0,,4837506400.0,7231324000.0,
- Công ty CP Viglacera Hạ Long I (HLY) (4.3),- Công ty CP Viglacera Hạ Long I (HLY) (4.3),- Công ty CP Viglacera Hạ Long I (HLY) (4.3),2.002.000.000,11.596.000.000,-,2.002.000.000,4.290.000.000,-,2002000000.0,11596000000.0,,2002000000.0,4290000000.0,
- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera (4.1),- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera (4.1),- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera (4.1),6.789.858.320,,-,6.789.858.320,,-,6789858320.0,,,6789858320.0,,
- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương (4.1),- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương (4.1),- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương (4.1),3.482.862.617,,-,3.482.862.617,,-,3482862617.0,,,3482862617.0,,
- Công ty TNHH Kính nổi siêu trắng Phú Mỹ (4.1),- Công ty TNHH Kính nổi siêu trắng Phú Mỹ (4.1),- Công ty TNHH Kính nổi siêu trắng Phú Mỹ (4.1),310.100.000.000,,-,310.100.000.000,,-,310100000000.0,,,310100000000.0,,
- Công ty SANVIG - CTCP (4.1),- Công ty SANVIG - CTCP (4.1),- Công ty SANVIG - CTCP (4.1),97.525.485.302,,-,78.970.974.840,,-,97525485302.0,,,78970974840.0,,
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,8.242.682.344,,(624.690.203),8.242.682.344,,(624.690.203),8242682344.0,,-624690203.0,8242682344.0,,-624690203.0
- Công ty CP Viglacera Hợp Thịnh (4.1),- Công ty CP Viglacera Hợp Thịnh (4.1),- Công ty CP Viglacera Hợp Thịnh (4.1),1.305.017.929,,(605.000.000),1.305.017.929,,(605.000.000),1305017929.0,,-605000000.0,1305017929.0,,-605000000.0
- Công ty CP Cầu Xây (4.1),- Công ty CP Cầu Xây (4.1),- Công ty CP Cầu Xây (4.1),1.184.497.242,,-,1.184.497.242,,-,1184497242.0,,,1184497242.0,,
- Công ty CP Tư vấn Xây dựng Viglacera Land (4.1),- Công ty CP Tư vấn Xây dựng Viglacera Land (4.1),- Công ty CP Tư vấn Xây dựng Viglacera Land (4.1),353.167.173,,(19.690.203),353.167.173,,(19.690.203),353167173.0,,-19690203.0,353167173.0,,-19690203.0
- Công ty CP Visaho (4.1),- Công ty CP Visaho (4.1),- Công ty CP Visaho (4.1),5.400.000.000,,-,5.400.000.000,,-,5400000000.0,,,5400000000.0,,
,,,1.882.918.060.723,,(260.979.871.833),1.728.580.715.843,,(239.669.756.818),1882918060723.0,,-260979871833.0,1728580715843.0,,-239669756818.0
