row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,3.723.063.047.259,3.808.092.094.768,100.0,,3723063047259.0,3808092094768.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,1.338.548.595.430,2.236.855.073.354,110.0,5.0,1338548595430.0,2236855073354.0
1. Tiền,1. Tiền,1. Tiền,111,,254.355.727.462,408.953.280.147,111.0,,254355727462.0,408953280147.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.084.192.867.968,1.827.901.793.207,112.0,,1084192867968.0,1827901793207.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,1.559.919.013.699,582.259.077.900,120.0,,1559919013699.0,582259077900.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,266.108.066,121.0,,,266108066.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,-,(148.725.166),122.0,,,-148725166.0
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,6,1.559.919.013.699,582.141.695.000,123.0,6.0,1559919013699.0,582141695000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,703.352.215.662,849.952.103.027,130.0,,703352215662.0,849952103027.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,646.587.637.939,701.629.959.162,131.0,7.0,646587637939.0,701629959162.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,9.433.461.013,23.521.306.571,132.0,,9433461013.0,23521306571.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,152.120.457.694,251.984.027.893,136.0,8.0,152120457694.0,251984027893.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(104.789.340.984),(128.155.284.171),137.0,9.0,-104789340984.0,-128155284171.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,-,972.093.572,139.0,,,972093572.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,86.071.502.887,102.835.885.277,140.0,10.0,86071502887.0,102835885277.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,86.879.182.053,106.403.995.752,141.0,,86879182053.0,106403995752.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(807.679.166),(3.568.110.475),149.0,,-807679166.0,-3568110475.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,35.171.719.581,36.189.955.210,150.0,,35171719581.0,36189955210.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,17.187.202.459,15.632.422.234,151.0,,17187202459.0,15632422234.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,13.555.520.024,20.509.165.297,152.0,,13555520024.0,20509165297.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,17,4.428.997.098,48.367.679,153.0,17.0,4428997098.0,48367679.0
