row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,,
Công ty TNHH MTV Lộc hóa đầu Bình Sơn,Dịch vụ cung cấp > Công ty TNHH MTV Lộc hóa đầu Bình Sơn,Công ty TNHH MTV Lộc hóa đầu Bình Sơn,1.541.417.401.931,1.518.179.002.397,1541417401931.0,1518179002397.0
Công ty TNHH MTV Kinh doanh Khí hóa lỏng Miền Đông,Dịch vụ cung cấp > Công ty TNHH MTV Kinh doanh Khí hóa lỏng Miền Đông,Công ty TNHH MTV Kinh doanh Khí hóa lỏng Miền Đông,238.285.086.616,445.308.712.085,238285086616.0,445308712085.0
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Dịch vụ cung cấp > Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,337.806.510.554,340.688.688.762,337806510554.0,340688688762.0
Tổng Công ty Thẩm dò Khai thác Dầu khí (PVEP),Dịch vụ cung cấp > Tổng Công ty Thẩm dò Khai thác Dầu khí (PVEP),Tổng Công ty Thẩm dò Khai thác Dầu khí (PVEP),379.793.964.178,311.246.224.283,379793964178.0,311246224283.0
Tổng Công ty Dầu Việt Nam,Dịch vụ cung cấp > Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,321.718.580.593,294.993.120.128,321718580593.0,294993120128.0
Công ty TNHH Khí hoá lỏng Việt Nam,Dịch vụ cung cấp > Công ty TNHH Khí hoá lỏng Việt Nam,Công ty TNHH Khí hoá lỏng Việt Nam,-,169.667.008.848,,169667008848.0
Liên Doanh Việt Nga - Vietsovpetro,Dịch vụ cung cấp > Liên Doanh Việt Nga - Vietsovpetro,Liên Doanh Việt Nga - Vietsovpetro,-,91.587.651.908,,91587651908.0
Công ty TNHH PVTrans Emas,Dịch vụ cung cấp > Công ty TNHH PVTrans Emas,Công ty TNHH PVTrans Emas,-,88.365.954.355,,88365954355.0
Công ty Cổ phần Vận tải Xăng dầu Dầu khí Việt Nam,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Xăng dầu Dầu khí Việt Nam,Công ty Cổ phần Vận tải Xăng dầu Dầu khí Việt Nam,16.684.113.777,16.684.113.777,16684113777.0,16684113777.0
