row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,6.734.322.492.591,5.761.450.705.430,1.0,,6734322492591.0,5761450705430.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,747.676.768,-,2.0,,747676768.0,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,26,6.733.574.815.823,5.761.450.705.430,10.0,26.0,6733574815823.0,5761450705430.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,27,5.971.112.130.559,4.984.219.025.651,11.0,27.0,5971112130559.0,4984219025651.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,762.462.685.264,777.231.679.779,20.0,,762462685264.0,777231679779.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,29,159.327.484.591,131.573.279.984,21.0,29.0,159327484591.0,131573279984.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,30,150.405.149.992,227.120.039.861,22.0,30.0,150405149992.0,227120039861.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,122.947.562.199,96.713.521.505,23.0,,122947562199.0,96713521505.0
"8. Phăn lãi trong công ty liên doanh, liên kết","8. Phăn lãi trong công ty liên doanh, liên kết","8. Phăn lãi trong công ty liên doanh, liên kết",24,12,26.785.452.437,31.946.553.469,24.0,12.0,26785452437.0,31946553469.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,,8.950.535.194,7.832.228.720,25.0,,8950535194.0,7832228720.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,31,226.976.152.559,211.778.114.245,26.0,31.0,226976152559.0,211778114245.0
11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,562.243.784.547,494.021.130.406,30.0,,562243784547.0,494021130406.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,42.981.024.216,67.135.269.627,31.0,,42981024216.0,67135269627.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,3.269.377.445,14.917.027.843,32.0,,3269377445.0,14917027843.0
14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),40,32,39.711.646.771,52.218.241.784,40.0,32.0,39711646771.0,52218241784.0
15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,601.955.431.318,546.239.372.190,50.0,,601955431318.0,546239372190.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,126.175.814.457,114.672.179.021,51.0,33.0,126175814457.0,114672179021.0
17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,33,(7.686.183.556),(1.123.581.606),52.0,33.0,-7686183556.0,-1123581606.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,483.465.800.417,432.690.774.775,60.0,,483465800417.0,432690774775.0
Phân bổ cho:- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,Phân bổ cho:- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,Phân bổ cho:- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,415.564.502.300,368.091.462.573,61.0,,415564502300.0,368091462573.0
- Lợi nhuận sau thuế của cổ đông không kiểm soát,- Lợi nhuận sau thuế của cổ đông không kiểm soát,- Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,67.901.298.117,64.599.312.202,62.0,,67901298117.0,64599312202.0
19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,34,1.321,1.170,70.0,34.0,1321.0,1170.0
