row_label_raw,row_label_full,Trong vòng một năm,Số cuối năm VND > 529.716.898.818,Số đầu năm VND > 902.429.496.663,numeric__Số cuối năm VND > 529.716.898.818,numeric__Số đầu năm VND > 902.429.496.663
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,522.460.358.898,570.443.822.358,522460358898.0,570443822358.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,1.234.099.745.051,1.577.176.017.473,1234099745051.0,1577176017473.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,675.847.601.401,568.133.380.571,675847601401.0,568133380571.0
,,,2.962.124.604.168,3.618.182.717.065,2962124604168.0,3618182717065.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),(529.716.898.818),(902.429.496.663),-529716898818.0,-902429496663.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,2.432.407.705.350,2.715.753.220.402,2432407705350.0,2715753220402.0
