row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,5.347.289.277.735,5.848.071.603.343,200.0,,5347289277735.0,5848071603343.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,7.635.948.737,13.339.916.828,210.0,,7635948737.0,13339916828.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,8,7.635.948.737,13.339.916.828,216.0,8.0,7635948737.0,13339916828.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,5.062.367.642.438,5.523.012.350.485,220.0,,5062367642438.0,5523012350485.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,11,5.057.352.696.079,5.520.521.343.770,221.0,11.0,5057352696079.0,5520521343770.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,7.910.606.581.497,8.055.024.920.375,222.0,,7910606581497.0,8055024920375.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(2.853.253.885.418),(2.534.503.576.605),223.0,,-2853253885418.0,-2534503576605.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,,5.014.946.359,2.491.006.715,227.0,,5014946359.0,2491006715.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,7.177.239.557,4.943.885.538,228.0,,7177239557.0,4943885538.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(2.162.293.198),(2.452.878.823),229.0,,-2162293198.0,-2452878823.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,-,8.511.460.000,230.0,,,8511460000.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,-,8.511.460.000,231.0,,,8511460000.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,265.166.725,49.492.500,240.0,,265166725.0,49492500.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,,265.166.725,49.492.500,242.0,,265166725.0,49492500.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,234.885.893.050,190.121.606.506,250.0,,234885893050.0,190121606506.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,12,188.948.125.750,144.183.839.206,252.0,12.0,188948125750.0,144183839206.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,13,45.937.767.300,45.937.767.300,253.0,13.0,45937767300.0,45937767300.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,42.134.626.785,113.036.777.024,260.0,,42134626785.0,113036777024.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,14,28.296.152.255,106.390.134.287,261.0,14.0,28296152255.0,106390134287.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,15,13.838.474.530,6.646.642.737,262.0,15.0,13838474530.0,6646642737.0
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,9.070.352.324.994,9.656.163.698.111,270.0,,9070352324994.0,9656163698111.0
