row_label_raw,row_label_full,Số cuối năm,Dịch vụ vận tảiVND,Dịch vụ hànghải dầu khíVND,Thường mạiVND,Dịch vụ khácVND,TổngVND,numeric__Dịch vụ vận tảiVND,numeric__Dịch vụ hànghải dầu khíVND,numeric__Thường mạiVND,numeric__Dịch vụ khácVND,numeric__TổngVND
"Tài sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","Tài sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","Tài sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất",6.535.129.496.780,1.917.099.033.331,98.864.150.727,298.412.472.739,8.849.505.153.57738.910.405.750181.936.765.6679.070.352.324.994,6535129496780.0,1917099033331.0,98864150727.0,298412472739.0,8.849505153577389e+48
Ng phải trả bộ phậnNg phải trả không phân bổTổng nợ phải trả hợp nhất,Ng phải trả bộ phậnNg phải trả không phân bổTổng nợ phải trả hợp nhất,Ng phải trả bộ phậnNg phải trả không phân bổTổng nợ phải trả hợp nhất,3.062.301.168.762,1.693.348.664.129,61.298.509.234,395.373.998.047,5.212.322.340.172(475.432.265.417)4.736.890.074.755,3062301168762.0,1693348664129.0,61298509234.0,395373998047.0,
Số đầu năm,Số đầu năm,Số đầu năm,Dịch vụ vận tảiVND,Dịch vụ hànghải dầu khíVND,Thường mạiVND,Dịch vụ khácVND,TổngVND,,,,,
"Tài sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","Số đầu năm > Tài sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","Tài sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất",6.821.431.390.889,2.058.741.367.231,162.395.365.487,19.170.957.913,9.061.739.081.52045.158.839.206549.265.777.3859.656.163.698.111,6821431390889.0,2058741367231.0,162395365487.0,19170957913.0,9.061739081520452e+48
Ng phải trả bộ phậnNg phải trả không phân bổTổng nợ phải trả hợp nhất,Số đầu năm > Ng phải trả bộ phậnNg phải trả không phân bổTổng nợ phải trả hợp nhất,Ng phải trả bộ phậnNg phải trả không phân bổTổng nợ phải trả hợp nhất,3.830.072.351.469,1.907.878.316.238,157.189.305.724,15.837.713.740,5.910.977.687.171(580.252.761.961)5.330.724.925.210,3830072351469.0,1907878316238.0,157189305724.0,15837713740.0,
