row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc VND,Số cuối năm > Giá trị có thể thu hồi VND,Số đầu năm > Giá gốc VND,Số đầu năm > Giá trị có thể thu hồi VND,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Giá trị có thể thu hồi VND,numeric__Số đầu năm > Giá gốc VND,numeric__Số đầu năm > Giá trị có thể thu hồi VND
Đối tượng nợ,Đối tượng nợ,Đối tượng nợ,Đối tượng nợ,Đối tượng nợ,Đối tượng nợ,Đối tượng nợ,,,,
Công ty Cổ phần Vận tải Hàng hải Quốc Việt,Đối tượng nợ > Công ty Cổ phần Vận tải Hàng hải Quốc Việt,Công ty Cổ phần Vận tải Hàng hải Quốc Việt,14.037.189.480,-,13.882.151.236,-,14037189480.0,,13882151236.0,
Vitol Asia Pte Ltd,Đối tượng nợ > Vitol Asia Pte Ltd,Vitol Asia Pte Ltd,1.992.316.800,-,1.968.640.500,-,1992316800.0,,1968640500.0,
Navig8 Pool Inc,Đối tượng nợ > Navig8 Pool Inc,Navig8 Pool Inc,619.506.240,-,1.929.599.950,-,619506240.0,,1929599950.0,
Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Nhà Bè,Đối tượng nợ > Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Nhà Bè,Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Nhà Bè,80.000.000.000,-,80.000.000.000,-,80000000000.0,,80000000000.0,
Công ty TNHH Thương mại Dịch vụ Khí đốt Nam Việt,Đối tượng nợ > Công ty TNHH Thương mại Dịch vụ Khí đốt Nam Việt,Công ty TNHH Thương mại Dịch vụ Khí đốt Nam Việt,-,-,3.621.148.541,-,,,3621148541.0,
Công ty TNHH Thủy Sản H.M.P.,Đối tượng nợ > Công ty TNHH Thủy Sản H.M.P.,Công ty TNHH Thủy Sản H.M.P.,-,-,13.381.028.500,-,,,13381028500.0,
Đối tượng khác,Đối tượng nợ > Đối tượng khác,Đối tượng khác,8.140.328.464,-,13.372.715.444,-,8140328464.0,,13372715444.0,
,,,104.789.340.984,-,128.155.284.171,-,104789340984.0,,128155284171.0,
