row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1,1.0
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,2,2.0
BẢNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT,BẢNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT,BẢNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT,3 - 5,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BẢNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,6,6.0
BÁO CÁO LUỦ CHUYỄN TIỀN TỆ HỢP NHẮT,BÁO CÁO LUỦ CHUYỄN TIỀN TỆ HỢP NHẮT,BÁO CÁO LUỦ CHUYỄN TIỀN TỆ HỢP NHẮT,7 - 8,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,9 - 39,
