row_label_raw,row_label_full,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm
Chi phí lượng,Chi phí lượng,Chi phí lượng,109.963.772.196,101.615.275.295,109963772196.0,101615275295.0
Chi phí khác,Chi phí khác,Chi phí khác,118.160.448.484,111.812.062.826,118160448484.0,111812062826.0
Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,,
Hoàn nhập dự phòng nợ phải thu khó đòi,Các khoản ghi giảm chi phí quản lý doanh nghiệp > Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,(1.148.068.121),(1.649.223.876),-1148068121.0,-1649223876.0
,,,226.976.152.559,211.778.114.245,226976152559.0,211778114245.0
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,,
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.565.775.746,3.004.718.156,1565775746.0,3004718156.0
Chi phí khác,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khác,Chi phí khác,7.384.759.448,4.827.510.564,7384759448.0,4827510564.0
,,,8.950.535.194,7.832.228.720,8950535194.0,7832228720.0
