row_label_raw,row_label_full,col_0,Mãsố,Số đã báo cáoVND,Phân loại lạiVND,Số sauphân loại lạiVND,numeric__Mãsố,numeric__Số đã báo cáoVND,numeric__Phân loại lạiVND,numeric__Số sauphân loại lạiVND
Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,,,,
1. Đầu tư nằm giữ đếnngày đáo hạn,Bảng cân đối kế toán hợp nhất > 1. Đầu tư nằm giữ đếnngày đáo hạn,1. Đầu tư nằm giữ đếnngày đáo hạn,123,402.141.695.000,180.000.000.000,582.141.695.000,123.0,402141695000.0,180000000000.0,582141695000.0
2. Đầu tư nằm giữ đènngày đáo hạn,Bảng cân đối kế toán hợp nhất > 2. Đầu tư nằm giữ đènngày đáo hạn,2. Đầu tư nằm giữ đènngày đáo hạn,255,180.000.000.000,(180.000.000.000),-,255.0,180000000000.0,-180000000000.0,
