row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,,
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,223.178.479.434,426.566.323.005,223178479434.0,426566323005.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,636.261.077,53.318.348,636261077.0,53318348.0
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,526.746.286,5.323.476.510,526746286.0,5323476510.0
Thuê hoạt động,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Thuê hoạt động,Thuê hoạt động,120.000.000,-,120000000.0,
Trà lại hàng mua,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Trà lại hàng mua,Trà lại hàng mua,12.363.560,-,12363560.0,
Hàng mua được giảm giá,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Hàng mua được giảm giá,Hàng mua được giảm giá,2.145.616,-,2145616.0,
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Lợi nhuận được chia,Lợi nhuận được chia,-,6.803.108.820,,6803108820.0
Bán khác,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái > Bán khác,Bán khác,-,185.822,,185822.0
Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen,,
Bán hàng hóa và thành phẩm,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,2.270.409.673.386,3.092.150.468.293,2270409673386.0,3092150468293.0
Chiết khấu thương mại,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chiết khấu thương mại,Chiết khấu thương mại,92.710.514.295,40.668.612.691,92710514295.0,40668612691.0
Mua dịch vụ vận chuyển,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,43.729.047.517,54.223.963.947,43729047517.0,54223963947.0
Chi phí thuê tài sản,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chi phí thuê tài sản,Chi phí thuê tài sản,10.169.650.855,11.691.820.663,10169650855.0,11691820663.0
Cho thuê tài sản,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cho thuê tài sản,Cho thuê tài sản,4.004.933.810,3.426.751.992,4004933810.0,3426751992.0
Hàng bán bị trả lại,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Hàng bán bị trả lại,Hàng bán bị trả lại,3.363.622.179,4.211.655.248,3363622179.0,4211655248.0
Thu nhập lãi chậm thanh toán,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Thu nhập lãi chậm thanh toán,Thu nhập lãi chậm thanh toán,196.103.790,733.063,196103790.0,733063.0
Mua hàng hóa và dịch vụ,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,155.100.000,-,155100000.0,
Giảm giá hàng bán,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Giảm giá hàng bán,Giảm giá hàng bán,67.271.243,54.727.273,67271243.0,54727273.0
Cung cấp dịch vụ vận chuyển,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,21.382.180,5.624.030,21382180.0,5624030.0
Mua tài sản cố định,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua tài sản cố định,Mua tài sản cố định,18.000.000,-,18000000.0,
Cung cấp dịch vụ gia công,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,17.334.799,7.004.452,17334799.0,7004452.0
Mua dịch vụ gia công,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua dịch vụ gia công,Mua dịch vụ gia công,1.898.200,-,1898200.0,
Bán tài sản cố định,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán tài sản cố định,Bán tài sản cố định,-,836.100.000,,836100000.0
Bán khác,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán khác,Bán khác,-,108.548.139,,108548139.0
Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An Mua dịch vụ vận chuyển,Các công ty thuộc sở hữu của Chủ tịch Công ty Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An Mua dịch vụ vận chuyển,442.906.542,615.505.112,442906542.0,615505112.0
