row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,87.843.401.610,137.809.115.329,87843401610.0,137809115329.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,30.162.020.849,31.898.095.327,30162020849.0,31898095327.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,31.977.383.698,51.617.783.651,31977383698.0,51617783651.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,10.677.349.360,12.241.321.628,10677349360.0,12241321628.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,18.953.626.090,18.518.659.374,18953626090.0,18518659374.0
Chi phí công tác,Chi phí công tác,Chi phí công tác,8.118.742.665,9.059.375.388,8118742665.0,9059375388.0
Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,8.039.155.867,5.260.489.540,8039155867.0,5260489540.0
Chi phí khác,Chi phí khác,Chi phí khác,46.781.605.456,56.612.516.972,46781605456.0,56612516972.0
,,,242.553.285.595,323.017.357.209,242553285595.0,323017357209.0
