row_label_raw,row_label_full,col_0,Năm kết thúc ngày > 30/9/2023,Năm kết thúc ngày > 30/9/2023_1,Năm kết thúc ngày > 30/9/2022,Năm kết thúc ngày > 30/9/2022_1,numeric__Năm kết thúc ngày > 30/9/2023,numeric__Năm kết thúc ngày > 30/9/2023_1,numeric__Năm kết thúc ngày > 30/9/2022,numeric__Năm kết thúc ngày > 30/9/2022_1
,,,Số cổ phiếu,VND,Số cổ phiếu,VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,598.054.986,5.980.549.860.000,493.481.896,4.934.818.960.000,598054986.0,5980549860000.0,493481896.0,4934818960000.0
Cổ phiếu phát hành để trả cổ tức,Cổ phiếu phát hành để trả cổ tức,Cổ phiếu phát hành để trả cổ tức,17.927.323,179.273.230.000,99.672.290,996.722.900.000,17927323.0,179273230000.0,99672290.0,996722900000.0
Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động,Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động,Phát hành cổ phiếu theo chương trình lựa chọn cho người lao động,-,-,4.900.800,49.008.000.000,,,4900800.0,49008000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,615.982.309,6.159.823.090.000,598.054.986,5.980.549.860.000,615982309.0,6159823090000.0,598054986.0,5980549860000.0
