row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,2.736.525.476.044,5.916.912.916.961,2736525476044.0,5916912916961.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,1.897.176.551.422,5.293.505.494.304,1897176551422.0,5293505494304.0
Mua dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Mua dịch vụ gia công,Mua dịch vụ gia công,17.341.430.717,48.253.646.596,17341430717.0,48253646596.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,1.382.429.285,1.683.027.246,1382429285.0,1683027246.0
Mua tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Mua tài sản cố định,Mua tài sản cố định,805.000.002,-,805000002.0,
Thuê hoạt động,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Thuê hoạt động,Thuê hoạt động,507.709.678,-,507709678.0,
Trả lại hàng mua,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Trả lại hàng mua,Trả lại hàng mua,296.081.059,1.715.302.815,296081059.0,1715302815.0
Cung cấp dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,16.666.695,-,16666695.0,
Bán phế liệu,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Bán phế liệu,Bán phế liệu,11.000.000,-,11000000.0,
Bán công cụ dụng cụ,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Bán công cụ dụng cụ,Bán công cụ dụng cụ,5.535.000,-,5535000.0,
Cung cấp dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,4.160.000,-,4160000.0,
Bán tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Bán tài sản cố định,Bán tài sản cố định,-,283.000.000,,283000000.0
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Bán khác,Bán khác,-,52.984.112,,52984112.0
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội- Bình Định > Mua khác,Mua khác,-,191.314.130,,191314130.0
Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,,
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,437.625.336.332,579.971.845.803,437625336332.0,579971845803.0
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,4.691.612.304,20.131.689.237,4691612304.0,20131689237.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,1.323.123.526,148.220.156,1323123526.0,148220156.0
Thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Thuê tài sản,Thuê tài sản,632.000.000,96.000.000,632000000.0,96000000.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Cho thuê tài sản,Cho thuê tài sản,234.600.000,254.400.000,234600000.0,254400000.0
Trả lại hàng mua/hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Trả lại hàng mua/hàng mua được giảm giá,Trả lại hàng mua/hàng mua được giảm giá,18.490.680,64.144.064,18490680.0,64144064.0
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Lợi nhuận được chia,Lợi nhuận được chia,21.967.536.471,59.919.400.868,21967536471.0,59919400868.0
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Bán khác,Bán khác,-,42.234.031,,42234031.0
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua khác,Mua khác,-,29.545.456,,29545456.0
Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,,
Thu nhập từ tiền lãi,Công ty Cổ phần Hoa Sen Yên Bái > Thu nhập từ tiền lãi,Thu nhập từ tiền lãi,2.205.821.918,5.248.575.343,2205821918.0,5248575343.0
Cho vay,Công ty Cổ phần Hoa Sen Yên Bái > Cho vay,Cho vay,2.000.000.000,2.700.000.000,2000000000.0,2700000000.0
Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,3.824.510.443.651,1.602.249.854.813,3824510443651.0,1602249854813.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,2.782.529.022.168,1.084.379.090.742,2782529022168.0,1084379090742.0
Thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Thuê tài sản,Thuê tài sản,2.407.904.206,5.400.926.396,2407904206.0,5400926396.0
Hàng bán bị trả lại,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Hàng bán bị trả lại,Hàng bán bị trả lại,1.950.897.178,1.494.701.100,1950897178.0,1494701100.0
Cung cấp dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,210.871.814,10.229.427,210871814.0,10229427.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,145.502.443,1.422.234,145502443.0,1422234.0
Bán tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Bán tài sản cố định,Bán tài sản cố định,50.000.000,-,50000000.0,
Trả lại hàng mua,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Trả lại hàng mua,Trả lại hàng mua,24.112.210,494.720.491,24112210.0,494720491.0
Bán phế liệu,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Bán phế liệu,Bán phế liệu,10.033.712,-,10033712.0,
