row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH Một Thành Viên Tôn Hoa Sen,Công ty TNHH Một Thành Viên Tôn Hoa Sen,Công ty TNHH Một Thành Viên Tôn Hoa Sen,Công ty TNHH Một Thành Viên Tôn Hoa Sen,Công ty TNHH Một Thành Viên Tôn Hoa Sen,,
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,11.165.960.437.401,16.849.446.476.866,11165960437401.0,16849446476866.0
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,10.998.802.448.339,15.154.201.068.619,10998802448339.0,15154201068619.0
Chỉ hộ,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Chỉ hộ,Chỉ hộ,125.152.350.216,145.872.876.921,125152350216.0,145872876921.0
Bán tài sản cố định,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Bán tài sản cố định,Bán tài sản cố định,18.702.475.219,-,18702475219.0,
Mua tài sản cố định,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Mua tài sản cố định,Mua tài sản cố định,254.000.000,-,254000000.0,
Cung cấp dịch vụ gia công,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,27.145.456,-,27145456.0,
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Lợi nhuận được chia,Lợi nhuận được chia,79.701.680.202,55.113.744.672,79701680202.0,55113744672.0
Bán khác,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Bán khác,Bán khác,-,734.960.549,,734960549.0
Hàng bán bị trả lại,Công ty TNHH Một Thành Viên Tôn Hoa Sen > Hàng bán bị trả lại,Hàng bán bị trả lại,-,461.604.000,,461604000.0
Công ty Cổ phần Nhựa Hoa Sen,Công ty Cổ phần Nhựa Hoa Sen,Công ty Cổ phần Nhựa Hoa Sen,Công ty Cổ phần Nhựa Hoa Sen,Công ty Cổ phần Nhựa Hoa Sen,,
Mua hàng hóa và thành phẩm,Công ty Cổ phần Nhựa Hoa Sen > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,9.459.614.719,2.667.095.069.278,9459614719.0,2667095069278.0
Bán hàng hóa và thành phẩm,Công ty Cổ phần Nhựa Hoa Sen > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,6.991.437.506,2.949.538.487.764,6991437506.0,2949538487764.0
Thuê tài sản,Công ty Cổ phần Nhựa Hoa Sen > Thuê tài sản,Thuê tài sản,1.662.837.469,1.667.888.665,1662837469.0,1667888665.0
Cho thuê tài sản,Công ty Cổ phần Nhựa Hoa Sen > Cho thuê tài sản,Cho thuê tài sản,410.753.368,132.000.000,410753368.0,132000000.0
Cho vay,Công ty Cổ phần Nhựa Hoa Sen > Cho vay,Cho vay,118.500.000.000,-,118500000000.0,
Lãi cho vay,Công ty Cổ phần Nhựa Hoa Sen > Lãi cho vay,Lãi cho vay,385.178.082,-,385178082.0,
Trả lại hàng mua,Công ty Cổ phần Nhựa Hoa Sen > Trả lại hàng mua,Trả lại hàng mua,61.440.100,317.064.314,61440100.0,317064314.0
Bán tài sản cố định,Công ty Cổ phần Nhựa Hoa Sen > Bán tài sản cố định,Bán tài sản cố định,60.000.000,596.981.403,60000000.0,596981403.0
Bán công cụ dụng cụ,Công ty Cổ phần Nhựa Hoa Sen > Bán công cụ dụng cụ,Bán công cụ dụng cụ,26.980.420,-,26980420.0,
Bán phế liệu,Công ty Cổ phần Nhựa Hoa Sen > Bán phế liệu,Bán phế liệu,10.090.980,-,10090980.0,
Cung cấp dịch vụ gia công,Công ty Cổ phần Nhựa Hoa Sen > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,2.798.250,-,2798250.0,
Mua dịch vụ vận chuyển,Công ty Cổ phần Nhựa Hoa Sen > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,2.448.000,-,2448000.0,
Hàng bán bị trả lại,Công ty Cổ phần Nhựa Hoa Sen > Hàng bán bị trả lại,Hàng bán bị trả lại,-,1.506.534.607,,1506534607.0
Cung cấp dịch vụ vận chuyển,Công ty Cổ phần Nhựa Hoa Sen > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,-,55.330.646,,55330646.0
Bán khác,Công ty Cổ phần Nhựa Hoa Sen > Bán khác,Bán khác,-,1.171.818,,1171818.0
