row_label_raw,row_label_full,col_0,1/10/2022VND,Số phát sinhVND,Số đã được hoànVND,Số đã cán trừVND,30/9/2023VND,numeric__1/10/2022VND,numeric__Số phát sinhVND,numeric__Số đã được hoànVND,numeric__Số đã cán trừVND,numeric__30/9/2023VND
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,286.790.842.330,5.377.873.793.544,(1.118.180.000.000),(4.261.378.615.736),285.106.020.138,286790842330.0,5377873793544.0,-1118180000000.0,-4261378615736.0,285106020138.0
(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,,,,,
,,,,1/10/2022VND,Số đã cán trừVND,Số phân loại lạiVND,30/9/2023VND,,,,,
Thuế thu nhập doanh nghiệp,(b) Thuế phải thu Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,128.573.872.546,(75.500.098),-,128.498.372.448,,128573872546.0,-75500098.0,,128498372448.0
Thuế thu nhập cá nhân,(b) Thuế phải thu Nhà nước > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,,4.805.422,-,27.407.922,32.213.344,,4805422.0,,27407922.0,32213344.0
Các loại thuế khác,(b) Thuế phải thu Nhà nước > Các loại thuế khác,Các loại thuế khác,,949.369,(949.369),-,-,,949369.0,-949369.0,,
,,,,128.579.627.337,(76.449.467),27.407.922,128.530.585.792,,128579627337.0,-76449467.0,27407922.0,128530585792.0
