row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Công ty TNHH Một Thành Viên Hoa Sen Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Bình Định,Công ty TNHH Một Thành Viên Hoa Sen Bình Định,,
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,1.288.695.460.946,1.807.757.820.347,1288695460946.0,1807757820347.0
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,12.744.811.017,53.100.202.214,12744811017.0,53100202214.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,3.984.180.788,362.700.165,3984180788.0,362700165.0
Thuê hoạt động,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Thuê hoạt động,Thuê hoạt động,765.000.000,-,765000000.0,
Bán tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Bán tài sản cố định,Bán tài sản cố định,153.268.494,2.136.688.455,153268494.0,2136688455.0
Hàng mua được giảm giá và trả lại hàng mua,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Hàng mua được giảm giá và trả lại hàng mua,Hàng mua được giảm giá và trả lại hàng mua,172.731.046,909.091,172731046.0,909091.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Cho thuê tài sản,Cho thuê tài sản,43.000.000,88.000.000,43000000.0,88000000.0
Giảm giá hàng bán,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Giảm giá hàng bán,Giảm giá hàng bán,22.148.485,-,22148485.0,
Hàng bán bị trả lại,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Hàng bán bị trả lại,Hàng bán bị trả lại,13.859.988,-,13859988.0,
Cung cấp dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,625.747,-,625747.0,
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Lợi nhuận được chia,Lợi nhuận được chia,14.943.615.661,32.534.930.981,14943615661.0,32534930981.0
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Bán khác,Bán khác,-,19.747.239,,19747239.0
Mua dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Mua dịch vụ gia công,Mua dịch vụ gia công,-,12.703.654,,12703654.0
Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,7.844.837.450.270,11.338.681.473.292,7844837450270.0,11338681473292.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,7.717.697.049.045,10.677.905.794.382,7717697049045.0,10677905794382.0
Mua dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua dịch vụ gia công,Mua dịch vụ gia công,72.139.411.056,74.544.573.553,72139411056.0,74544573553.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,4.380.845.692,1.758.868.357,4380845692.0,1758868357.0
Trả lại hàng mua,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Trả lại hàng mua,Trả lại hàng mua,1.912.485.853,1.313.093.999,1912485853.0,1313093999.0
Mua dịch vụ đóng hàng,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua dịch vụ đóng hàng,Mua dịch vụ đóng hàng,1.159.901.997,-,1159901997.0,
Thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Thuê tài sản,Thuê tài sản,364.867.044,112.867.044,364867044.0,112867044.0
Hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Hàng mua được giảm giá,Hàng mua được giảm giá,242.990.916,179.379.341,242990916.0,179379341.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Cho thuê tài sản,Cho thuê tài sản,116.040.000,116.040.000,116040000.0,116040000.0
Bán phế liệu,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Bán phế liệu,Bán phế liệu,48.548.688,-,48548688.0,
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Bán khác,Bán khác,-,5.265.843,,5265843.0
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua khác,Mua khác,-,466.646.471,,466646471.0
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Lợi nhuận được chia,Lợi nhuận được chia,452.606.481.613,-,452606481613.0,
