row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu,31,col_2,-,49.008.000.000,numeric__31,numeric__col_2,numeric__-,numeric__49.008.000.000
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,21.420.117.233.606,21.420.117.233.606,32.420.046.369.416,33.0,21420117233606.0,21420117233606.0,32420046369416.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(22.061.887.581.884),(22.061.887.581.884),(33.679.445.401.829),34.0,-22061887581884.0,-22061887581884.0,-33679445401829.0
Tiền trả cổ tức,Tiền trả cổ tức,Tiền trả cổ tức,36,(5.531.000),(5.531.000),(393.643.500),36.0,-5531000.0,-5531000.0,-393643500.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(641.775.879.278),(641.775.879.278),(1.210.784.675.913),40.0,-641775879278.0,-641775879278.0,-1210784675913.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,257.184.239.280,257.184.239.280,(214.947.104.998),50.0,257184239280.0,257184239280.0,-214947104998.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,242.815.476.591,242.815.476.591,406.017.139.417,60.0,242815476591.0,242815476591.0,406017139417.0
Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,61,1.387.283.695,1.387.283.695,51.745.442.172,61.0,1387283695.0,1387283695.0,51745442172.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,5,501.386.999.566,242.815.476.591,70.0,5.0,501386999566.0,242815476591.0
