row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,31.12.2021,31.12.2020,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__31.12.2021,numeric__31.12.2020
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ biểu quyết %,Tỷ lệ biểu quyết %,,,,,
,,,Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),,,,,
26,STT > 26,26,Công ty Cổ phần Địa ốc Nhật Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98",,,,99.98,99.98
27,STT > 27,27,Công ty Cổ phần Dịch vụ Du lịch Hòa Thắng,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"95,80","95,80",,,,95.8,95.8
28,STT > 28,28,Công ty TNHH Đầu tư và Phát triển Phước Long,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",,,,99.99,99.99
29,STT > 29,29,Công ty TNHH Carava Resort,Tỉnh Khánh Hòa,Kinh doanh bất động sản,"95,49","95,49",,,,95.49,95.49
30,STT > 30,30,Công ty Cổ phần Đầu tư Thư Minh Nguyễn,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"96,15","96,15",,,,96.15,96.15
31,STT > 31,31,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,97",,,,99.97,99.97
32,STT > 32,32,Công ty TNHH Bất động sản Gia Phú,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",,,,99.99,99.99
33,STT > 33,33,Công ty TNHH Mega Tie,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",,,,99.99,99.99
34,STT > 34,34,Công ty Cổ phần Cao ốc Phương Đông,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,89",,,,99.89,99.89
35,STT > 35,35,Công ty TNHH Merufa-Nova,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90",,,,99.9,99.9
36,STT > 36,36,Công ty Cổ phần Đầu tư Bất động sản Trường Thạnh,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","100,00",,,,99.99,100.0
37,STT > 37,37,Công ty TNHH Vườn bách thảo Hồ Tràm,Tỉnh Bà Rịa - Vũng Tàu,"Hoạt động của các vườn bách thảo, bách thú và khu bảo tồn tự nhiên","99,00","99,00",,,,99.0,99.0
38,STT > 38,38,Công ty TNHH Đầu tư Phát triển Bất động sản An Phú Đông,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","80,00",,,,99.99,80.0
39,STT > 39,39,Công ty Cổ phần Nova Holiday,TP. Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"99,98",-,,,,99.98,
40,STT > 40,40,Công ty TNHH Bất động sản Phúc Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",-,,,,99.99,
41,STT > 41,41,Công ty Cổ phần Nova Final Solution,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98",-,,,,99.98,
42,STT > 42,42,Công ty TNHH Bất động sản Đăng Khánh,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,41",-,,,,99.41,
43,STT > 43,43,Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",-,,,,99.99,
44,STT > 44,44,Công ty Cổ phần Thạnh Mỹ Lợi,TP. Hồ Chí Minh,Kinh doanh bất động sản,"70,00",-,,,,70.0,
45,STT > 45,45,Công ty TNHH Đầu tư và Phát triển Bất động sản An Huy,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",-,,,,99.99,
46,STT > 46,46,Công ty Cổ phần Đầu tư Liberty,TP. Hồ Chí Minh,"Tư vấn, môi giới, dấu giá bất động sản, dấu giá quyền sử dụng đất","99,98",-,,,,99.98,
47,STT > 47,47,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,83",-,,,,99.83,
48,STT > 48,48,Công ty TNHH Bất động sản Đà Lạt Lake,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",-,,,,99.99,
49,STT > 49,49,Công ty Cổ phần Đầu tư Tổng hợp Mũi Né,Tỉnh Bình Thuận,Xây dựng khu du lịch đã ngoại,"99,98",-,,,,99.98,
50,STT > 50,50,Công ty Cổ phần Địa ốc Ngân Hiệp,Tỉnh Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"99,99",-,,,,99.99,
