row_label_raw,row_label_full,col_0,31.12.2021 > Giá gốc ã trị hợp lý (*) > VND,31.12.2021 > Giá gốc ã trị hợp lý (*) > VND_1,31.12.2021 > Dự phòng VND,31.12.2020 > Giá gốc VND,31.12.2020 > Giá trị hợp lý (*) VND,31.12.2020 > Dự phòng VND,numeric__31.12.2021 > Giá gốc ã trị hợp lý (*) > VND,numeric__31.12.2021 > Giá gốc ã trị hợp lý (*) > VND_1,numeric__31.12.2021 > Dự phòng VND,numeric__31.12.2020 > Giá gốc VND,numeric__31.12.2020 > Giá trị hợp lý (*) VND,numeric__31.12.2020 > Dự phòng VND
Đầu tư vào công ty con (i),Đầu tư vào công ty con (i),Đầu tư vào công ty con (i),63.466.970.082.977,(*),-,45.403.654.092.977,(*),-,63466970082977.0,,,45403654092977.0,,
Đầu tư vào công ty liên kết (ii),Đầu tư vào công ty liên kết (ii),Đầu tư vào công ty liên kết (ii),75.392.060.000,(*),-,386.364.217.694,(*),-,75392060000.0,,,386364217694.0,,
Đầu tư vào đơn vị khác (iii),Đầu tư vào đơn vị khác (iii),Đầu tư vào đơn vị khác (iii),15.900.000.000,(*),-,200.000.000,(*),-,15900000000.0,,,200000000.0,,
,,,63.558.262.142.977,,-,45.790.218.310.671,,-,63558262142977.0,,,45790218310671.0,,
