row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGẮN HẠN,,6.227.220.566.512,7.149.802.594.194,,,6227220566512.0,7149802594194.0
110,110,110,Tiền và các khoản tương đương tiền,3,2.387.919.600.559,3.122.463.083.998,,3.0,2387919600559.0,3122463083998.0
111,111,111,Tiền,,1.820.189.250.542,1.657.587.291.515,,,1820189250542.0,1657587291515.0
112,112,112,Các khoản tương đương tiền,,567.730.350.017,1.464.875.792.483,,,567730350017.0,1464875792483.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,56.259.639.006,189.899.169.657,,,56259639006.0,189899169657.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),56.259.639.006,189.899.169.657,,,56259639006.0,189899169657.0
130,130,130,Các khoản phải thu ngắn hạn,,1.401.960.451.379,1.444.100.759.495,,,1401960451379.0,1444100759495.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,96.574.346.131,67.545.484.391,,5.0,96574346131.0,67545484391.0
132,132,132,Trả trước cho người bán ngắn hạn,6,346.937.662.590,341.327.030.962,,6.0,346937662590.0,341327030962.0
136,136,136,Phải thu ngắn hạn khác,7(a),958.448.442.658,1.035.228.244.142,,,958448442658.0,1035228244142.0
140,140,140,Hàng tồn kho,9,2.341.672.008.253,2.337.658.989.722,,9.0,2341672008253.0,2337658989722.0
141,141,141,Hàng tồn kho,,2.341.672.008.253,2.337.658.989.722,,,2341672008253.0,2337658989722.0
150,150,150,Tài sản ngắn hạn khác,,39.408.867.315,55.680.591.322,,,39408867315.0,55680591322.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),35.618.694.765,44.043.633.698,,,35618694765.0,44043633698.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"")được khấu trừ",,-,7.971.708.287,,,,7971708287.0
153,153,153,Thuế và các khoản khác phải thuNhà nước,17(a),3.790.172.550,3.665.249.337,,,3790172550.0,3665249337.0
