row_label_raw,row_label_full,col_0,31.12.2021VND,31.12.2020VND,numeric__31.12.2021VND,numeric__31.12.2020VND
Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,
Công ty Cổ phần Đầu tư Phát triển NSQ,Phải thu ngắn hạn của khách hàng (Thuyết minh 5) > Công ty Cổ phần Đầu tư Phát triển NSQ,Công ty Cổ phần Đầu tư Phát triển NSQ,30.410.645.644,30.410.645.644,30410645644.0,30410645644.0
Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),,
Công ty TNHH Bất động sản Bách Hợp,Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Bất động sản Bách Hợp,Công ty TNHH Bất động sản Bách Hợp,181.575.616.000,-,181575616000.0,
Công ty TNHH Bất động sản Gia Đức,Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Bất động sản Gia Đức,Công ty TNHH Bất động sản Gia Đức,104.992.664.000,-,104992664000.0,
Công ty TNHH Bất Đông Sản Khải Hưng,Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Bất Đông Sản Khải Hưng,Công ty TNHH Bất Đông Sản Khải Hưng,53.872.482.000,-,53872482000.0,
Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,33.815.948.266,35.318.879.302,33815948266.0,35318879302.0
Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,19.481.656.806,-,19481656806.0,
Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Công ty TNHH Delta - Valley Bình Thuận,Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Delta - Valley Bình Thuận,Công ty TNHH Delta - Valley Bình Thuận,3.226.831.752,-,3226831752.0,
,,,411.965.198.824,50.318.879.302,411965198824.0,50318879302.0
Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),,
Công ty TNHH The Forest City,Các khoản phải thu dài hạn khác (Thuyết minh 7(b)) > Công ty TNHH The Forest City,Công ty TNHH The Forest City,200.000.000.000,200.000.000.000,200000000000.0,200000000000.0
Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),,
Công ty TNHH Nova Property Management,Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)) > Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,1.372.105.240,1.372.105.240,1372105240.0,1372105240.0
Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),,
Công ty TNHH Nova Property Management,Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)) > Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,60.258.288.452,61.630.393.692,60258288452.0,61630393692.0
Phải trả ngắn hạn khác (Thuyết minh 20(a)),Phải trả ngắn hạn khác (Thuyết minh 20(a)),Phải trả ngắn hạn khác (Thuyết minh 20(a)),Phải trả ngắn hạn khác (Thuyết minh 20(a)),Phải trả ngắn hạn khác (Thuyết minh 20(a)),,
Công ty TNHH Đầu tư Địa Ốc Thành Nhơn,Phải trả ngắn hạn khác (Thuyết minh 20(a)) > Công ty TNHH Đầu tư Địa Ốc Thành Nhơn,Công ty TNHH Đầu tư Địa Ốc Thành Nhơn,-,64.043.595.000,,64043595000.0
Công ty TNHH Bất Đông Sản Gia Đức,Phải trả ngắn hạn khác (Thuyết minh 20(a)) > Công ty TNHH Bất Đông Sản Gia Đức,Công ty TNHH Bất Đông Sản Gia Đức,-,11.209.862.750,,11209862750.0
,,,-,75.253.457.750,,75253457750.0
