row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRẢ,,52.777.290.303.545,36.253.659.174.724,,,52777290303545.0,36253659174724.0
310,310,310,Nợ ngắn hạn,,11.210.895.768.526,8.788.855.911.360,,,11210895768526.0,8788855911360.0
311,311,311,Phải trả người bán ngắn hạn,15,91.745.325.698,43.093.595.467,,15.0,91745325698.0,43093595467.0
312,312,312,Người mua trả tiền trước ngắn hạn,16,321.049.926.763,332.809.909.359,,16.0,321049926763.0,332809909359.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,17(b),21.303.045.705,46.906.408.167,,,21303045705.0,46906408167.0
314,314,314,Phải trả người lao động,,54.267.358.929,45.818.599.605,,,54267358929.0,45818599605.0
315,315,315,Chi phí phải trả ngắn hạn,18,1.052.154.345.231,1.155.553.255.193,,18.0,1052154345231.0,1155553255193.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,19(a),1.494.945.623,1.458.008.168,,,1494945623.0,1458008168.0
319,319,319,Phải trả ngắn hạn khác,20(a),2.332.971.601.319,117.474.913.412,,,2332971601319.0,117474913412.0
320,320,320,Vay ngắn hạn,21(a),7.331.074.511.909,7.040.192.356.694,,,7331074511909.0,7040192356694.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,4.834.707.349,5.548.865.295,,,4834707349.0,5548865295.0
330,330,330,Nợ dài hạn,,41.566.394.535.019,27.464.803.263.364,,,41566394535019.0,27464803263364.0
336,336,336,Doanh thu chưa thực hiện dài hạn,19(b),60.258.288.452,61.630.393.692,,,60258288452.0,61630393692.0
337,337,337,Phải trả dài hạn khác,20(b),18.428.633.887.567,10.365.698.452.569,,,18428633887567.0,10365698452569.0
338,338,338,Vay dài hạn,21(b),23.067.286.512.140,17.022.186.755.311,,,23067286512140.0,17022186755311.0
342,342,342,Dự phòng phải trả dài hạn,22,10.215.846.860,15.287.661.792,,22.0,10215846860.0,15287661792.0
400,400,400,VỐN CHỦ SỞ HỮU,,26.898.589.563.884,20.244.585.439.652,,,26898589563884.0,20244585439652.0
410,410,410,Vốn chủ sở hữu,,26.898.589.563.884,20.244.585.439.652,,,26898589563884.0,20244585439652.0
411,411,411,Vốn góp của chủ sở hữu,"24, 25",19.304.213.190.000,9.862.852.970.000,,,19304213190000.0,9862852970000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,19.304.213.190.000,9.862.852.970.000,,,19304213190000.0,9862852970000.0
412,412,412,Thặng dư vốn cổ phần,25,5.023.225.314.626,3.970.259.281.026,,25.0,5023225314626.0,3970259281026.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",25,2.571.151.059.258,6.411.473.188.626,,25.0,2571151059258.0,6411473188626.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.843.316.188.626,3.339.027.182.020,,,1843316188626.0,3339027182020.0
421b,421b,421b,- LNST chưa phân phối năm nay,,727.834.870.632,3.072.446.006.606,,,727834870632.0,3072446006606.0
440,440,440,TỔNG NGUỒN VỐN,,79.675.879.867.429,56.498.244.614.376,,,79675879867429.0,56498244614376.0
