row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,1.014.647.449.103,2.576.906.682.211,,,1014647449103.0,2576906682211.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,1.014.647.449.103,2.576.906.682.211,,27.0,1014647449103.0,2576906682211.0
11,02 > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,28,(849.909.798.439),(1.676.206.281.065),,28.0,-849909798439.0,-1676206281065.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,164.737.650.664,900.700.401.146,,,164737650664.0,900700401146.0
21,02 > 21,21,Doanh thu hoạt động tài chính,29,5.223.720.805.735,5.431.728.530.195,,29.0,5223720805735.0,5431728530195.0
22,02 > 22,22,Chi phí tài chính,30,(4.512.416.727.341),(2.517.145.443.794),,30.0,-4512416727341.0,-2517145443794.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,30,(2.367.691.649.806),(1.964.182.102.889),,30.0,-2367691649806.0,-1964182102889.0
25,02 > 25,25,Chi phí bán hàng,31,(10.627.457.331),(104.996.153.273),,31.0,-10627457331.0,-104996153273.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,32,(79.456.921.063),(149.490.761.383),,32.0,-79456921063.0,-149490761383.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,785.957.350.664,3.560.796.572.891,,,785957350664.0,3560796572891.0
31,02 > 31,31,Thu nhập khác,,1.210.548.765,2.337.037.292,,,1210548765.0,2337037292.0
32,02 > 32,32,Chi phí khác,,(59.333.028.797),(429.369.918.545),,,-59333028797.0,-429369918545.0
40,02 > 40,40,Lỗ khác,33,(58.122.480.032),(427.032.881.253),,33.0,-58122480032.0,-427032881253.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,727.834.870.632,3.133.763.691.638,,,727834870632.0,3133763691638.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,34,-,(61.317.685.032),,34.0,,-61317685032.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,34,-,-,,34.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,727.834.870.632,3.072.446.006.606,,,727834870632.0,3072446006606.0
