row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,KhácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,numeric__Phương tiệnvận tảiVND,numeric__Thiết bịquản lýVND,numeric__KhácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày 1 tháng 1 năm 2021,Nguyên giá > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,489.615.918.184,21.260.587.770,27.699.709.880,45.117.777.115,99.000.000,583.792.992.949,489615918184.0,21260587770.0,27699709880.0,45117777115.0,99000000.0,583792992949.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,6.841.393.689,-,2.850.784.000,6.196.167.768,-,15.888.345.457,6841393689.0,,2850784000.0,6196167768.0,,15888345457.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,-,(76.720.002),-,(76.720.002),,,,-76720002.0,,-76720002.0
Giảm khác,Nguyên giá > Giảm khác,Giảm khác,(853.957.808),-,-,-,-,(853.957.808),-853957808.0,,,,,-853957808.0
Tại ngày 31 tháng 12 năm 2021,Nguyên giá > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,495.603.354.065,21.260.587.770,30.550.493.880,51.237.224.881,99.000.000,598.750.660.596,495603354065.0,21260587770.0,30550493880.0,51237224881.0,99000000.0,598750660596.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,,
Tại ngày 1 tháng 1 năm 2021,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,(36.622.500.391),(6.519.348.091),(23.599.991.072),(26.885.256.052),(99.000.000),(93.726.095.606),-36622500391.0,-6519348091.0,-23599991072.0,-26885256052.0,-99000000.0,-93726095606.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(10.421.398.439),(2.194.073.711),(2.462.756.588),(10.204.418.868),-,(25.282.647.606),-10421398439.0,-2194073711.0,-2462756588.0,-10204418868.0,,-25282647606.0
"Thanh lý, nhượng bán","Khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,-,76.720.002,-,76.720.002,,,,76720002.0,,76720002.0
Tại ngày 31 tháng 12 năm 2021,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,(47.043.898.830),(8.713.421.802),(26.062.747.660),(37.012.954.918),(99.000.000),(118.932.023.210),-47043898830.0,-8713421802.0,-26062747660.0,-37012954918.0,-99000000.0,-118932023210.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày 1 tháng 1 năm 2021,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,452.993.417.793,14.741.239.679,4.099.718.808,18.232.521.063,-,490.066.897.343,452993417793.0,14741239679.0,4099718808.0,18232521063.0,,490066897343.0
Tại ngày 31 tháng 12 năm 2021,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,448.559.455.235,12.547.165.968,4.487.746.220,14.224.269.963,-,479.818.637.386,448559455235.0,12547165968.0,4487746220.0,14224269963.0,,479818637386.0
