row_label_raw,row_label_full,col_0,31.12.2021VND,31.12.2020VND,numeric__31.12.2021VND,numeric__31.12.2020VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (i),Vay ngắn hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (i),Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (i),398.808.000.000,269.294.000.000,398808000000.0,269294000000.0
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (ii),Vay ngắn hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (ii),Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (ii),229.200.000.000,-,229200000000.0,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (iii),Vay ngắn hạn > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (iii),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (iii),211.161.731.590,238.076.994.780,211161731590.0,238076994780.0
Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (iv),Vay ngắn hạn > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (iv),Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (iv),200.000.000.000,-,200000000000.0,
Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh Thành phố Hà Nội (v),Vay ngắn hạn > Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh Thành phố Hà Nội (v),Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh Thành phố Hà Nội (v),72.000.000.000,44.800.000.000,72000000000.0,44800000000.0
Deutsche Investition Und Entwicklung Gsgesellschaft Mbh (vi),Vay ngắn hạn > Deutsche Investition Und Entwicklung Gsgesellschaft Mbh (vi),Deutsche Investition Und Entwicklung Gsgesellschaft Mbh (vi),65.485.712.976,66.328.570.102,65485712976.0,66328570102.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 (i),Vay ngắn hạn > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 (i),Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 (i),13.800.000.000,9.200.000.000,13800000000.0,9200000000.0
Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Hội Sở (vi),Vay ngắn hạn > Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Hội Sở (vi),Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Hội Sở (vi),100.000.000,100.000.000,100000000.0,100000000.0
"The Shanghai & Savings Bank, Ltd. Offshore Banking Branch (i)","Vay ngắn hạn > The Shanghai & Savings Bank, Ltd. Offshore Banking Branch (i)","The Shanghai & Savings Bank, Ltd. Offshore Banking Branch (i)",-,46.430.000.000,,46430000000.0
,,,1.190.555.444.566,674.229.564.882,1190555444566.0,674229564882.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,
Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (iv),Vay dài hạn > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (iv),Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (iv),1.350.000.000.000,-,1350000000000.0,
Deutsche Investition Und Entwicklung Gsgesellschaft Mbh (vi),Vay dài hạn > Deutsche Investition Und Entwicklung Gsgesellschaft Mbh (vi),Deutsche Investition Und Entwicklung Gsgesellschaft Mbh (vi),294.685.717.560,364.807.144.847,294685717560.0,364807144847.0
Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (vii),Vay dài hạn > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (vii),Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (vii),204.800.000.000,204.800.000.000,204800000000.0,204800000000.0
Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Hội Sở (vi),Vay dài hạn > Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Hội Sở (vi),Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Hội Sở (vi),500.000.000,600.000.000,500000000.0,600000000.0
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (i),Vay dài hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (i),Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (i),-,403.941.000.000,,403941000000.0
"The Shanghai & Savings Bank, Ltd. Offshore Banking Branch (i)","Vay dài hạn > The Shanghai & Savings Bank, Ltd. Offshore Banking Branch (i)","The Shanghai & Savings Bank, Ltd. Offshore Banking Branch (i)",-,69.645.000.000,,69645000000.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 (i),Vay dài hạn > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 (i),Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 (i),-,13.800.000.000,,13800000000.0
,,,1.849.985.717.560,1.057.593.144.847,1849985717560.0,1057593144847.0
