row_label_raw,row_label_full,col_0,31.12.2021 > Giá trị VND,31.12.2021 > Dụ phòng VND,31.12.2020 > Giá trị VND,31.12.2020 > Dụ phòng VND,numeric__31.12.2021 > Giá trị VND,numeric__31.12.2021 > Dụ phòng VND,numeric__31.12.2020 > Giá trị VND,numeric__31.12.2020 > Dụ phòng VND
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",359.922.418.806,-,-,-,359922418806.0,,,
Phải thu từ chuyển nhượng công ty con,Phải thu từ chuyển nhượng công ty con,Phải thu từ chuyển nhượng công ty con,286.065.500.000,-,776.065.500.000,-,286065500000.0,,776065500000.0,
Lãi phải thu từ hợp đồng HTĐT,Lãi phải thu từ hợp đồng HTĐT,Lãi phải thu từ hợp đồng HTĐT,122.844.300.274,-,-,-,122844300274.0,,,
"Đặt cọc mua cổ phần, ứng vốn","Đặt cọc mua cổ phần, ứng vốn","Đặt cọc mua cổ phần, ứng vốn",57.404.295.518,-,57.404.295.518,-,57404295518.0,,57404295518.0,
"Đặt cọc, ký quỹ","Đặt cọc, ký quỹ","Đặt cọc, ký quỹ",25.235.208.234,-,125.283.581.862,-,25235208234.0,,125283581862.0,
Lãi cho vay phải thu,Lãi cho vay phải thu,Lãi cho vay phải thu,5.737.254.334,-,9.443.630.263,-,5737254334.0,,9443630263.0,
Tạm ứng,Tạm ứng,Tạm ứng,4.062.169.809,-,2.274.915.268,-,4062169809.0,,2274915268.0,
Khác,Khác,Khác,97.177.295.683,-,64.756.321.231,-,97177295683.0,,64756321231.0,
,,,958.448.442.658,-,1.035.228.244.142,-,958448442658.0,,1035228244142.0,
