row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
200,200,200,TÀI SẢN DÀI HẠN,,73.448.659.300.917,49.348.442.020.182,,,73448659300917.0,49348442020182.0
210,210,210,Các khoản phải thu dài hạn,,8.724.055.657.784,2.299.261.347.784,,,8724055657784.0,2299261347784.0
216,216,216,Phải thu dài hạn khác,7(b),8.724.055.657.784,2.299.261.347.784,,,8724055657784.0,2299261347784.0
220,220,220,Tài sản cố định,,576.481.411.042,604.056.310.208,,,576481411042.0,604056310208.0
221,221,221,Tài sản cố định hữu hình,11(a),479.818.637.386,490.066.897.343,,,479818637386.0,490066897343.0
222,222,222,Nguyên giá,,598.750.660.596,583.792.992.949,,,598750660596.0,583792992949.0
223,223,223,Giá trị khấu hao lũy kế,,(118.932.023.210),(93.726.095.606),,,-118932023210.0,-93726095606.0
227,227,227,Tài sản cố định vô hình,11(b),96.662.773.656,113.989.412.865,,,96662773656.0,113989412865.0
228,228,228,Nguyên giá,,160.663.358.622,159.937.755.622,,,160663358622.0,159937755622.0
229,229,229,Giá trị khấu hao lũy kế,,(64.000.584.966),(45.948.342.757),,,-64000584966.0,-45948342757.0
230,230,230,Bất động sản đầu tư,12,346.377.466.717,352.470.274.898,,12.0,346377466717.0,352470274898.0
231,231,231,Nguyên giá,,387.467.333.888,387.467.333.888,,,387467333888.0,387467333888.0
232,232,232,Giá trị khấu hao lũy kế,,(41.089.867.171),(34.997.058.990),,,-41089867171.0,-34997058990.0
240,240,240,Tài sản dở dang dài hạn,,207.155.559.090,224.599.931.707,,,207155559090.0,224599931707.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",13,181.998.060.395,181.996.664.704,,13.0,181998060395.0,181996664704.0
242,242,242,Chi phí xây dựng cơ bản dở dang,14,25.157.498.695,42.603.267.003,,14.0,25157498695.0,42603267003.0
250,250,250,Đầu tư tài chính dài hạn,,63.572.417.553.525,45.820.496.920.671,,,63572417553525.0,45820496920671.0
251,251,251,Đầu tư vào công ty con,4(b),63.466.970.082.977,45.403.654.092.977,,,63466970082977.0,45403654092977.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",4(b),75.392.060.000,386.364.217.694,,,75392060000.0,386364217694.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),15.900.000.000,200.000.000,,,15900000000.0,200000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),14.155.410.548,30.278.610.000,,,14155410548.0,30278610000.0
260,260,260,Tài sản dài hạn khác,,22.171.652.759,47.557.234.914,,,22171652759.0,47557234914.0
261,261,261,Chi phí trả trước dài hạn,10(b),21.195.779.187,46.581.361.342,,,21195779187.0,46581361342.0
262,262,262,Tài sản thuế thu nhập hoãn lại,23,975.873.572,975.873.572,,23.0,975873572.0,975873572.0
270,270,270,TỔNG TÀI SẢN,,79.675.879.867.429,56.498.244.614.376,,,79675879867429.0,56498244614376.0
