row_label_raw,row_label_full,Đầu tư vào các công ty con(Thuyết minh số 17.1) > Đầu tư vào các công ty liên kết(Thuyết minh số 17.2) > Đầu tư góp vốn vào các đơn vị khác(Thuyết minh số 17.3),Số cuối năm > 735.375.439.051 > 186.080.020.000 > 39.227.400.000,VND Số đầu năm > 735.375.439.051 > 134.980.020.000 > 39.227.400.000,numeric__Số cuối năm > 735.375.439.051 > 186.080.020.000 > 39.227.400.000,numeric__VND Số đầu năm > 735.375.439.051 > 134.980.020.000 > 39.227.400.000
Trái phiếu (*),Trái phiếu (*),Trái phiếu (*),2.000.000.000,2.000.000.000,2000000000.0,2000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,962.682.859.051,911.582.859.051,962682859051.0,911582859051.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(253.195.180.163),(181.246.265.234),-253195180163.0,-181246265234.0
Trong đó:Dự phòng đầu tư vào các công ty con,Trong đó:Dự phòng đầu tư vào các công ty con,Trong đó:Dự phòng đầu tư vào các công ty con,(215.204.855.750),(149.040.332.756),-215204855750.0,-149040332756.0
Dự phòng đầu tư vào các công ty liên kết,Dự phòng đầu tư vào các công ty liên kết,Dự phòng đầu tư vào các công ty liên kết,(28.992.122.235),(24.640.685.172),-28992122235.0,-24640685172.0
Dự phòng đầu tư vào các đơn vị khác,Dự phòng đầu tư vào các đơn vị khác,Dự phòng đầu tư vào các đơn vị khác,(8.998.202.178),(7.565.247.306),-8998202178.0,-7565247306.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,709.487.678.888,730.336.593.817,709487678888.0,730336593817.0
