row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 9.426.944.758.412 > 1.308.516.919.647,VNDNăm trước > 11.946.152.663.186 > 6.433.065.316.311,numeric__Năm nay > 9.426.944.758.412 > 1.308.516.919.647,numeric__VNDNăm trước > 11.946.152.663.186 > 6.433.065.316.311
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,10.735.461.678.059,18.379.217.979.497,10735461678059.0,18379217979497.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,18.513.498.300.980,15.721.285.589.794,18513498300980.0,15721285589794.0
