row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày 1 tháng 1 năm 2018,Nguyên giá > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,6.454.228.000,857.967.791,171.739.184,7.483.934.975,6454228000.0,857967791.0,171739184.0,7483934975.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,140.000.000,-,140.000.000,,140000000.0,,140000000.0
Giảm khác,Nguyên giá > Giảm khác,Giảm khác,-,(175.000.000),-,(175.000.000),,-175000000.0,,-175000000.0
Tại ngày 31 tháng 12 năm 2018,Nguyên giá > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,6.454.228.000,822.967.791,171.739.184,7.448.934.975,6454228000.0,822967791.0,171739184.0,7448934975.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,
Tại ngày 1 tháng 1 năm 2018,Hao mòn lũy kế > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,280.843.635,588.458.771,60.784.875,930.087.281,280843635.0,588458771.0,60784875.0,930087281.0
Hao mòn trong năm,Hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,111.778.584,114.786.592,30.496.668,257.061.844,111778584.0,114786592.0,30496668.0,257061844.0
Giảm khác,Hao mòn lũy kế > Giảm khác,Giảm khác,-,(175.000.000),-,(175.000.000),,-175000000.0,,-175000000.0
Tại ngày 31 tháng 12 năm 2018,Hao mòn lũy kế > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,392.622.219,528.245.363,91.281.543,1.012.149.125,392622219.0,528245363.0,91281543.0,1012149125.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày 1 tháng 1 năm 2018,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,6.173.384.365,269.509.020,110.954.309,6.553.847.694,6173384365.0,269509020.0,110954309.0,6553847694.0
Tại ngày 31 tháng 12 năm 2018,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,6.061.605.781,294.722.428,80.457.641,6.436.785.850,6061605781.0,294722428.0,80457641.0,6436785850.0
