row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,206.938.771.984,230.436.844.464,206938771984.0,230436844464.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,20.241.565.897,13.767.996.800,20241565897.0,13767996800.0
Thay đổi lợi nhuận chưa thực hiện,Điều chỉnh: > Thay đổi lợi nhuận chưa thực hiện,Thay đổi lợi nhuận chưa thực hiện,(7.830.563.390),-,-7830563390.0,
Thu nhập tính thuế ước tính,Điều chỉnh: > Thu nhập tính thuế ước tính,Thu nhập tính thuế ước tính,219.349.774.491,244.204.841.264,219349774491.0,244204841264.0
Thuế tính ở thuế suất 20%,Điều chỉnh: > Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,22.976.435.850,31.180.522.450,22976435850.0,31180522450.0
Thuế tính ở thuế suất 10%,Điều chỉnh: > Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,10.446.759.524,8.830.222.901,10446759524.0,8830222901.0
Thuế được miễn giảm,Điều chỉnh: > Thuế được miễn giảm,Thuế được miễn giảm,(13.911.278.688),(19.248.305.390),-13911278688.0,-19248305390.0
Bổ sung thuế TNDN năm trước,Điều chỉnh: > Bổ sung thuế TNDN năm trước,Bổ sung thuế TNDN năm trước,160.124.625,373.211.308,160124625.0,373211308.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),19.672.041.311,21.135.651.269,19672041311.0,21135651269.0
Chi phí ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,,
Thuế TNDN hiện hành,Chi phí ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế TNDN hiện hành,Thuế TNDN hiện hành,20.639.269.039,21.417.063.799,20639269039.0,21417063799.0
Thuế TNDN hoãn lại (Thuyết minh 21) (**),Chi phí ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế TNDN hoãn lại (Thuyết minh 21) (**),Thuế TNDN hoãn lại (Thuyết minh 21) (**),(967.227.728),(281.412.530),-967227728.0,-281412530.0
,,,19.672.041.311,21.135.651.269,19672041311.0,21135651269.0
