row_label_raw,row_label_full,Bên liên quan khác,Bên liên quan khác_1,Bên liên quan khác_2,numeric__Bên liên quan khác_1,numeric__Bên liên quan khác_2
Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,-,1.380.000.000,,1380000000.0
Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,1.421.273,-,1421273.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,1.232.000,-,1232000.0,
,,,2.653.273,1.380.000.000,2653273.0,1380000000.0
