row_label_raw,row_label_full,col_0,Địa điểm hoạt động,Tình trạng hoạt động,Lĩnh vực kinh doanh,Ti lệ sở hữu (thực góp) (%),Ti lệ sở hữu (thực góp) (%)_1,numeric__Địa điểm hoạt động,numeric__Tình trạng hoạt động,numeric__Lĩnh vực kinh doanh,numeric__Ti lệ sở hữu (thực góp) (%),numeric__Ti lệ sở hữu (thực góp) (%)_1
,,,Địa điểm hoạt động,Tình trạng hoạt động,Lĩnh vực kinh doanh,Số cuối năm,Số đầu năm,,,,,
"Công ty Cổ phần Thủy điện Gia Lai (""GHC"")","Công ty Cổ phần Thủy điện Gia Lai (""GHC"")","Công ty Cổ phần Thủy điện Gia Lai (""GHC"")",Tỉnh Gia Lai,Đang hoạt động,"Sản xuất, truyền tải và phân phối điện","58,1","58,1",,,,58.1,58.1
"Công ty TNHH Một thành viên Thủy điện Thương Lô (""GTLC"") (*)","Công ty TNHH Một thành viên Thủy điện Thương Lô (""GTLC"") (*)","Công ty TNHH Một thành viên Thủy điện Thương Lô (""GTLC"") (*)",Tỉnh Thừa Thiên Huế,Đang hoạt động,"Sản xuất, truyền tải và phân phối điện","100,0","100,0",,,,100.0,100.0
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Tỉnh Gia Lai,Đang hoạt động,Xây dựng các công trình thủy điện vừa và nhỏ; sản xuất bê tông và các sản phẩm từ xi măng và thạch cao,"100,0","100,0",,,,100.0,100.0
Công ty Cổ phần Thủy điện Kênh Bắc - Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc - Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc - Ayun Hạ,Tỉnh Gia Lai,Đang hoạt động,"Sản xuất, truyền tải và phân phối điện","65,3","65,3",,,,65.3,65.3
Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Tỉnh Bình Định,Đang hoạt động,"Sản xuất, truyền tải và phân phối điện","100,0","100,0",,,,100.0,100.0
Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Tỉnh Bình Định,Đang hoạt động,"Sản xuất, truyền tải và phân phối điện","100,0","100,0",,,,100.0,100.0
Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,Tỉnh Long An,Đang hoạt động,"Sản xuất, truyền tải và phân phối điện","83,6","83,6",,,,83.6,83.6
"Công ty Cổ phần Điện TTC Đức Huệ - Long An (""DIEN DH-LA"") (*)","Công ty Cổ phần Điện TTC Đức Huệ - Long An (""DIEN DH-LA"") (*)","Công ty Cổ phần Điện TTC Đức Huệ - Long An (""DIEN DH-LA"") (*)",Tỉnh Long An,Đang hoạt động,"Sản xuất, truyền tải và phân phối điện","51,0","83,6",,,,51.0,83.6
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Tỉnh Gia Lai,Đang hoạt động,Hoạt động kiến trúc và tư vấn kỹ thuật điện có liên quan,"100,0","100,0",,,,100.0,100.0
