row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,,
Cổ đông,Cổ đông,Cổ đông,Cổ đông,Cổ đông,,
Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,-,434.251.083,,434251083.0
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,
Công ty Cổ phần Thủy điện Trường Phú,Bên liên quan khác > Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,-,2.360.464.630,,2360464630.0
Công ty TNHH Một thành viên Nhiệt điện Gia Lai,Bên liên quan khác > Công ty TNHH Một thành viên Nhiệt điện Gia Lai,Công ty TNHH Một thành viên Nhiệt điện Gia Lai,550.000.000,550.000.000,550000000.0,550000000.0
Công ty Cổ phần Thành Thành Công - Biên Hòa,Bên liên quan khác > Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,252.868.000,-,252868000.0,
Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,Bên liên quan khác > Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,56.532.094,-,56532094.0,
Công ty TNHH MTV Biên Hòa Thành Long,Bên liên quan khác > Công ty TNHH MTV Biên Hòa Thành Long,Công ty TNHH MTV Biên Hòa Thành Long,437.362.987,-,437362987.0,
,,,1.296.763.081,3.344.715.713,1296763081.0,3344715713.0
