row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ,92.454.545,10.203.254.726,,,92454545.0,10203254726.0
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Bên liên quan khác,Mua hàng hóa dịch vụ,507.871.000,-,,,507871000.0,
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Bên liên quan khác,Chi phí chi hộ,30.400.000,349.720.553,,,30400000.0,349720553.0
Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ,-,1.119.399.000,,,,1119399000.0
Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Bên liên quan khác,Mua hàng hóa dịch vụ,59.850.000,-,,,59850000.0,
Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ,90.545.460,97.145.460,,,90545460.0,97145460.0
Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Bên liên quan khác,Cho vay,-,500.000.000,,,,500000000.0
Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Bên liên quan khác,Thu hồi khoản cho vay,-,500.000.000,,,,500000000.0
Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Bên liên quan khác,Lãi cho vay,-,4.513.889,,,,4513889.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ,-,716.985.000,,,,716985000.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ,63.285.648.934,37.538.759.122,,,63285648934.0,37538759122.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Bên liên quan khác,Chi phí chi hộ,2.599.545,7.575.613,,,2599545.0,7575613.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Bên liên quan khác,Thu hồi khoản cho vay,-,500.000.000,,,,500000000.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Bên liên quan khác,Chi phí lãi vay,-,2.236.111,,,,2236111.0
Công ty Cổ phần Du lịch Thành Thành Công - Chi nhánh Bến Tre - Trung tâm lữ hành,Công ty Cổ phần Du lịch Thành Thành Công - Chi nhánh Bến Tre - Trung tâm lữ hành,Công ty Cổ phần Du lịch Thành Thành Công - Chi nhánh Bến Tre - Trung tâm lữ hành,Bên liên quan khác,Mua hàng hóa và dịch vụ,27.709.999,-,,,27709999.0,
